,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
29,"SOLD OUT : House For Sale In Imadol, Lalitpur","Nearby Green Hill City, Imadol, Lalitpur","NPR. 1,95,00,000 Total price",5,4,2.5,2,BN8178,East,2077,1.4K,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Drainage', 'Water Supply', 'Parking']"
30,"Commercial House : House For Sale In Basundhara, Kathmandu","Basundhara Chowk, Basundhara, Kathmandu","NPR. 2,60,00,000 Onwards",0,4,4,0,BN8176,North,N/A,1.2K,48.68 Sq. Meter,66 Meter,N/A Aana,2 years ago,"['Water Supply', 'Drainage', 'Water Tank', 'Garage']"
31,"Beautiful House For Sale In Damak : House For Sale In Damak, Jhapa","Araniko chowk ,inner amda road, Damak, Jhapa","NPR. 1,10,00,000",5,2,N/A,1,BN8165,East,2017,2.9K,11 Dhur,16 Feet,N/A Aana,2 years ago,['Parking']
32,"CG HILLS FURNISHED BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 5,00,00,000 Onwards",4,4,3,0,BN8220,West,2071,2.7K,4.5 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,['Garage']
33,"HOUSE : House For Sale In Pepsicola, Kathmandu","Nearby Sun City Apartment, Pepsicola, Kathmandu","NPR. 2,50,00,000 Total price",5,4,2.5,2,BN8214,North East,2075,18.5K,0-3-0-0 Aana,18 Feet / Gravelled,95.39 Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
34,"Beautiful 2 & Half Story House, Maharajgunj. Built Pre-Earthquake : House For Sale In Maharajgunj, Kathmandu","Kapanmarg, Maharajgunj, Maharajgunj, Kathmandu","NPR. 4,80,00,000 Onwards",7,6,3,1,BN8206,South,N/A,1.6K,8 Aana,10 Feet,6 Aana,2 years ago,"['Balcony', 'Solar Water', 'Parking', 'Drainage', 'Fencing', 'Water Supply', 'Garden', 'Water Tank']"
35,"Houses For Sale At Teku, Kahtmandu(Roadside, Yellow Buildings) : House For Sale In Teku, Kathmandu","Teku-12, Kathmandu, Teku, Kathmandu","NPR. 1,60,00,000 Per Aana",0,0,N/A,0,BN8204,North,N/A,2K,11 Aana,13 Feet / Paved,N/A Aana,2 years ago,"['Water Supply', 'TV Cable', 'Water Well', 'Water Tank', 'Internet']"
36,"Residential House : House For Sale In Imadol, Lalitpur","Nearby,Ratamakai Chowk, Imadol, Imadol, Lalitpur","NPR. 3,10,00,000 Onwards",6,3,3,1,BN8203,East,2068,21.7K,0-5-2-0 Aana,12 Feet / Blacktopped,2764.5 Aana,2 years ago,"['Garage', 'Balcony', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']"
37,"Beautiful : House For Sale In Budhanilkantha, Kathmandu","Chapali, Nearby Kunja Colony, Budhanilkantha, Kathmandu","NPR. 2,50,00,000",9,3,3,2,BN8183,South,2064,3.7K,0-3-0-0 Aana,13 Feet / Gravelled,0-2-0-0 Aana,2 years ago,"['Drainage', 'Water Supply', 'Parking', 'Store Room']"
38,"SOLD OUT : House For Sale In Imadol, Lalitpur","Nearby Green Hill City, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",5,4,2.5,2,BN8179,West,2077,895,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
39,"SOLD OUT : House For Sale In Imadol, Lalitpur","Nearby Green Hill City, Imadol, Lalitpur","NPR. 1,95,00,000 Total price",5,4,2.5,2,BN8178,East,2077,1.4K,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Drainage', 'Water Supply', 'Parking']"
40,"Commercial House : House For Sale In Basundhara, Kathmandu","Basundhara Chowk, Basundhara, Kathmandu","NPR. 2,60,00,000 Onwards",0,4,4,0,BN8176,North,N/A,1.2K,48.68 Sq. Meter,66 Meter,N/A Aana,2 years ago,"['Water Supply', 'Drainage', 'Water Tank', 'Garage']"
41,"Beautiful House For Sale In Damak : House For Sale In Damak, Jhapa","Araniko chowk ,inner amda road, Damak, Jhapa","NPR. 1,10,00,000",5,2,N/A,1,BN8165,East,2017,2.9K,11 Dhur,16 Feet,N/A Aana,2 years ago,['Parking']
42,"Kalanki Syuchatar Brand New Home On Sale : House For Sale In Syuchatar, Kathmandu","kalanki, Syuchatar, Kathmandu","NPR. 2,10,00,000 Onwards",5,4,2,1,BN8164,West,2020,1.6K,3.5 Aana,16 Feet / Blacktopped,N/A Aana,2 years ago,"['Balcony', 'Parking', 'Water Supply', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
43,"Kalanki Syuchatar Height Brand New Home On Sale. : House For Sale In Syuchatar, Kathmandu","kalanki, Syuchatar, Kathmandu","NPR. 2,50,00,000 Onwards",7,5,3,2,BN8163,North East,2020,1.5K,4 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Parking', 'Balcony', 'Garden', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Solar Water', 'Internet']"
44,"New Branded Home On Sale At Kalanki Near New Diamond School : House For Sale In Naikap, Kathmandu","Kalanki, Naikap, Kathmandu","NPR. 2,25,00,000 Onwards",5,4,2,2,BN8162,North East,2020,1.2K,4 Aana,14 Feet / Soil Stabilized,N/A Aana,2 years ago,"['Balcony', 'Parking', 'Modular Kitchen', 'Microwave', 'Solar Water', 'TV Cable', 'Wifi', 'Water Well', 'Internet', 'Water Tank']"
45,"Brand New Home On Sale At Kalanki Syuchatar. : House For Sale In Syuchatar, Kathmandu","kalanki, Syuchatar, Kathmandu","NPR. 2,45,00,000 Onwards",7,4,2,1,BN8161,East,2020,578,4 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Solar Water', 'Internet']"
46,"Brand New Home On Sale At Syuchatar Height Kalanki. : House For Sale In Syuchatar, Kathmandu","Kalanki, Syuchatar, Kathmandu","NPR. 2,24,00,000 Onwards",6,4,3,2,BN8160,North East,2020,1K,3.3 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'TV Cable', 'Wifi', 'Water Tank', 'Solar Water', 'Internet', 'Modular Kitchen']"
47,"SOLD OUT : House For Sale In Imadol, Lalitpur","Opposite of Green Hill City, Imadol, Lalitpur","NPR. 2,00,00,000 Total price",5,3,2.5,1,BN8158,West,2077,6.5K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Water Supply', 'Parking']"
48,"SOLD OUT : House For Sale In Imadol, Lalitpur","Opposite of Green Hill City, Imadol, Lalitpur","NPR. 2,50,00,000 Total price",5,3,2.5,1,BN8157,West,2077,6.6K,0-3-1-0 Aana,20 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
49,"SOLD OUT : House For Sale In Imadol, Lalitpur","Nearby Laxmi Furniture, Imadol, Lalitpur","NPR. 1,80,00,000 Total price",5,4,2.5,1,BN8156,West,2077,6.9K,0-3-1-0 Aana,20 Feet / Gravelled,2000 Sq. Feet,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Parking']"
50,"SOLD OUT : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Lalitpur","NPR. 2,35,00,000 Total price",5,4,2.5,1,BN8155,East,2077,12.4K,0-4-0-2 Aana,13 Feet / Gravelled,2500 Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Parking', 'Store Room']"
51,"SOLD OUT : House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur","NPR. 1,90,00,000 Total price",4,4,2.5,1,BN8154,West,2077,11.6K,0-3-1-1 Aana,20 Feet / Gravelled,2100 Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Swimming Pool', 'Water Supply', 'Parking', 'Store Room']"
52,"SOLD OUT : House For Sale In Imadol, Lalitpur","Nearby Buddha Party Palace, Imadol, Lalitpur","NPR. 2,14,00,000 Total price",4,4,2.5,1,BN8153,North East,2077,26.2K,0-3-2-0 Sq. Feet,13 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
53,"SOLD OUT: 1.5 Storied : House For Sale In Imadol, Lalitpur","Opposite of Buddha Party Palace, Imadol, Lalitpur","NPR. 1,25,00,000 Total price",2,1,1.5,1,BN8151,East,2077,6.1K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Modular Kitchen', 'Drainage', 'Parking']"
54,"Hattigauda Sasto Ghar : House For Sale In Hattigauda, Kathmandu","n, Hattigauda, Kathmandu","NPR. 3,40,00,000",6,4,N/A,2,BN8149,South West,2067,1.3K,7 Aana,13 Feet / Paved,N/A Aana,2 years ago,"['Drainage', 'Parking']"
55,"Budhanilkantha Waste Ghar : House For Sale In Budhanilkantha, Kathmandu","n, Budhanilkantha, Kathmandu","NPR. 2,20,00,000",6,4,3,1,BN8148,East,2071,953,4 Aana,15 Feet / Blacktopped,N/A Aana,2 years ago,['Garage']
56,"11 Ana Home And House : House For Sale In Hattigauda, Kathmandu","n, Hattigauda, Kathmandu","NPR. 4,20,00,000",5,4,N/A,2,BN8147,East,2066,637,11 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Drainage']"
57,"House For Sale In Koteshwor, Kathmandu","Near madevsthan ,koteshwor, Kathmandu, Koteshwor, Kathmandu","NPR. 4,65,00,000 N/A",7,4,4,2,BN8141,North,2073,1.7K,5.5 Aana,20 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Parking', 'Air Condition', 'Microwave', 'Solar Water', 'Store Room', 'Maintenance', 'Internet', 'Wifi', 'TV Cable', 'Water Tank', 'Water Supply', 'Fencing', 'Balcony']"
58,"DHUMBARAHI MANDIKATAR 52 ANA BUNGALOW : House For Sale In Mandikatar, Kathmandu","NA, Mandikatar, Kathmandu","NPR. 26,00,00,000",5,4,3,5,BN8135,East,2065,2.9K,52 Aana,18 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Water Supply', 'Fencing', 'Modular Kitchen', 'Balcony', 'Air Condition', 'Water Well', 'Water Tank', 'Solar Water', 'Wifi', 'Washing Machine', 'TV Cable']"
59,"PASIKOT 20 ANA HOME : House For Sale In Pasikot, Kathmandu","N, Pasikot, Kathmandu","NPR. 7,00,00,000",5,5,3,10,BN8134,South,2068,967,20 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Water Well', 'Water Tank']"
60,"DHUMBARAHI SWEET SEMI BUNGALOW : House For Sale In Dhumbarahi, Kathmandu","N, Dhumbarahi, Kathmandu","NPR. 4,50,00,000 Onwards",10,10,4,3,BN8133,East,N/A,942,7 Aana,12 Feet,N/A Aana,2 years ago,"['Drainage', 'Balcony', 'Garden', 'Parking', 'Water Supply', 'Modular Kitchen', 'Solar Water', 'Water Well', 'Water Tank']"
61,"3 Storied House On Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu","NPR. 3,90,00,000 Onwards",8,8,N/A,4,BN8132,East,N/A,882,8 Aana,16 Feet,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Balcony', 'Deck', 'Fencing', 'Water Supply', 'Garden', 'Solar Water', 'Water Tank']"
62,"CHANDOLE SWEET HOME : House For Sale In Chandol, Kathmandu","N, Chandol, Kathmandu","NPR. 3,35,00,000",4,5,3,1,BN8119,East,2074,2.7K,4 Aana,16 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'Modular Kitchen', 'Water Well']"
63,"House For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu","NPR. 15,50,00,000 N/A",6,6,N/A,5,BN8113,West,N/A,1.5K,20 Aana,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,[]
64,"VERY SPONTANEOUS 5 BHK BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 7,20,00,000 Onwards",5,6,3,3,BN8109,South East,2075,1.4K,12 Aana,15 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water', 'Wifi', 'Balcony', 'Air Condition']"
65,"RUDRESWOR 8 ANA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 4,25,00,000",5,5,3,3,BN8107,East,2068,989,8 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Garage', 'Parking', 'Water Supply', 'Water Well', 'Water Tank']"
66,"ROSE VILLA SWEET HOME : House For Sale In Budhanilkantha, Kathmandu","N, Budhanilkantha, Kathmandu","NPR. 5,90,00,000",4,6,3,2,BN8106,South East,2075,2.2K,7.3 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Garage', 'Parking', 'Water Supply', 'Air Condition', 'Balcony', 'Water Tank', 'Water Well']"
67,"Sweet Home : House For Sale In Bhangal, Kathmandu","n, Bhangal, Kathmandu","NPR. 1,65,00,000",5,4,3,1,BN8105,South West,2076,1.9K,3.5 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,['Parking']
68,"Beautiful House : House For Sale In Boudha, Kathmandu","Gokarneshwor, Nayabasti, Boudha, Kathmandu","NPR. 1,90,00,000",6,3,3,2,BN8104,East,2069,8.1K,0-3-0-0 Aana,8 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']"
69,"SOLD OUT : House For Sale In Grande Villa, Kathmandu","Tokha road, Grande Villa, Kathmandu","NPR. 2,10,00,000",0,0,3,0,BN8082,South,2017,1.4K,2.5 Aana,16 Feet / Gravelled,N/A Aana,2 years ago,[]
70,"3.5 Storied House On Sell : House For Sale In Koteshwor, Kathmandu","Koteshwor Balkumari pool kriti marg, Koteshwor, Kathmandu","NPR. 3,50,00,000 Per Aana",15,0,4,2,BN8078,South East,N/A,1.2K,0-4-2-1-1 Aana,13 Feet,0-4-2-2 Aana,2 years ago,['Parking']
71,"House For Sale In Mid Baneshwor, Kathmandu","Banesor, Mid Baneshwor, Kathmandu","NPR. 4,25,00,000 N/A",0,0,N/A,0,BN8066,West,N/A,1.1K,0-4-0-2 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,['CCTV']
72,"Janakpurdham Market Place : House For Sale In Janakpur, Dhanusa","Front of marwari sewa samiti bato ma ,janakpurdham, Janakpur, Dhanusa","NPR. 2,50,00,000 Onwards",4,4,1,0,BN8058,South,2052,6.3K,11.33 Dhur,13 Feet,N/A Aana,2 years ago,['Lawn']
73,"SOLD OUT: House For Sale : House For Sale In Syuchatar, Kathmandu","Dashrath Marg, Durganagar Colony, Syuchatar, Kathmandu","NPR. 2,55,00,000",4,2,2,1,BN8055,West,N/A,1.2K,0-5-2-2 Aana,0 Feet,2046.64 Aana,2 years ago,"['Balcony', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Electricity Backup', 'Parking']"
74,"5 आनामा बनेको 11 कोठा भएको आकर्षक घर तुरुन्तै बिक्रीमा : House For Sale In Matatirtha, Kathmandu","3km far from Satungal chowk, Matatirtha, Kathmandu","NPR. 2,00,00,000 Onwards",6,3,N/A,1,BN8049,East,2017,820,0-5-0-0 Aana,12 Feet / Soil Stabilized,2700 Sq. Feet,2 years ago,[]
75,"Queen Bungalow Available In Hattiban, Lalitpur : House For Sale In Hattiban, Lalitpur","Near Little Angel School, Hattiban, Lalitpur","NPR. 1,90,00,000 Onwards",4,3,N/A,1,BN8048,East,2018,919,0-2-2-0 Aana,13 Feet / Blacktopped,2500 Sq. Feet,2 years ago,"['Parking', 'Solar Water', 'Garden', 'Modular Kitchen']"
76,"Semi Commercial Cum Residential House In Tahachal, Kathmandu : House For Sale In Tahachal, Kathmandu","Near Mahendra Ratna Campous, Tahachal, Kathmandu","NPR. 5,00,00,000 Onwards",10,7,N/A,1,BN8047,East,N/A,1.3K,07-0-0 Aana,12 Feet / Blacktopped,3500 Sq. Feet,2 years ago,"['Parking', 'Water Supply']"
77,"House For Sale In Ekantakuna, Lalitpur","Ekantakuna banlo house for sale, Ekantakuna, Lalitpur","NPR. 3,30,00,000 N/A",3,0,N/A,2,BN8044,North,2071,1K,0-5-3-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['CCTV', 'TV Cable', 'Parking']"
