,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
146,"1.5 Storied : House For Sale In Gokarneshwor, Kathmandu","Bhairab Chaur, Gokarneshwor, Kathmandu","NPR. 1,05,00,000 Total price",2,2,1.5,1,BN7717,South East,2075,17.3K,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Kids Playground', 'Parking', 'Store Room']"
147,"SOLD OUT : House For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu","NPR. 95,00,000",0,0,2,0,BN7707,West,2075,1.5K,1.5 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,[]
148,"House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,60,00,000 N/A",0,0,N/A,0,BN7702,East,2076,769,4 Aana,12 Feet / Paved,N/A Sq. Feet,2 years ago,['Parking']
149,"House For Sale In Sukedhara, Kathmandu","New colony, Sukedhara, Kathmandu","NPR. 4,25,00,000",0,0,N/A,0,BN7691,West,N/A,663,4.75 Aana,13 Feet / Gravelled,2800 Aana,2 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
150,"House On Sale At Gyaneshwor, Kathmandu : House For Sale In Gyaneshwor, Kathmandu","Gyaneshwor Chowk, Gyaneshwor, Kathmandu","NPR. 5,60,00,000",6,5,3,2,BN7686,South,2073,3.6K,0-6-2-0 Aana,15 Feet / Blacktopped,N/A Aana,2 years ago,"['Garage', 'Parking', 'TV Cable', 'Internet', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Washing Machine']"
151,"SOLD OUT: New House Near (1KM) Gwarko Height : House For Sale In Mahalaxmi Nagarpalika, Lalitpur","Mahalaxmi nagarpalika pachhadi ko road najik, Mahalaxmi Nagarpalika, Lalitpur","NPR. 2,15,00,000 Onwards",2,4,3,1,BN7685,North,2020,1.1K,0-3-3-0 Aana,12 Feet / Gravelled,0-3-3-0 Aana,2 years ago,"['Water Tank', 'Water Well']"
152,"House For Sale In Kadaghari, Kathmandu","Kageshwori Manohara ward no 09, Kadaghari, Kathmandu","NPR. 1,70,00,000",5,3,3,1,BN7680,West,2073,2.2K,0-2-2-0.19 Aana,13 Feet / Blacktopped,1638 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'TV Cable', 'Water Tank', 'Water Well', 'Store Room']"
153,"House For Sale In Koteshwor, Kathmandu","Nearby Mahadev Mandir, Koteshwor, Kathmandu","NPR. 1,80,00,000 Total price",6,3,2,1,BN7671,West,N/A,2.6K,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Parking']"
154,"Attractive House On Sale. : House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",NPR. 180 Onwards,4,3,3,1,BN7663,South,2017,1.8K,3.5 Aana,26 Feet / Blacktopped,3.5 Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Water Supply', 'Fencing', 'Balcony', 'Wifi', 'Solar Water', 'Water Tank', 'TV Cable']"
155,"House : House For Sale In Jorpati, Kathmandu","Jorpati, Nepal Medical College (NMC), Jorpati, Kathmandu","NPR. 2,50,00,000 Onwards",7,4,N/A,1,BN7643,North,N/A,1.1K,0-0-4- Aana,14 Feet,0-0-4-0 Aana,2 years ago,"['Drainage', 'Lawn', 'Garage', 'Parking', 'Balcony', 'Jacuzzi', 'Deck', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank', 'Electricity Backup', 'Kids Playground', 'Maintenance']"
156,"Cottage Built In 10 Ropanis For Sale In Lamatar : House For Sale In Lamatar, Lalitpur","Lamatar, Lamatar, Lalitpur","NPR. 23,00,00,001 Onwards",9,5,2,11,BN7626,East,2015,3.9K,10-1-0-0 Aana,14 Feet / Paved,2000 Sq. Feet,2 years ago,"['Kids Playground', 'Internet', 'Maintenance', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'Gym', 'Modular Kitchen', 'Garden', 'TV Cable', 'Water Supply', 'Fencing', 'Deck', 'Balcony', 'Parking', 'Garage', 'Drainage', 'Lawn']"
157,"House For Sale In Mahalaxmisthan, Lalitpur","Imadol, Mahalaxmisthan, Lalitpur","NPR. 1,25,00,000 Onwards",2,1,1,0,BN7614,South,2074,1.1K,0-3-0 Aana,15 Feet / Gravelled,765 Sq. Feet,2 years ago,"['Parking', 'TV Cable', 'Water Tank', 'Water Well']"
158,"House For Sale In Tillotama-2, Rupandehi : House For Sale In Butwal, Butwal","Janakinagar, Nepathya College (RR Path), Butwal, Butwal","NPR. 3,90,00,000 Onwards",8,7,4,8,BN7613,North,N/A,1.2K,15 Dhur,20 Feet,8 Dhur,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Internet', 'Wifi', 'Garden', 'Water Tank']"
159,"Land And 2 House For Sale : House For Sale In Baidam, Pokhara","28 - Barahi Path, Baidam, Pokhara","NPR. 2,00,00,000 Per Aana",14,8,4,1,BN7612,South,2014,900,8 Aana,18 Feet / Blacktopped,2100 Sq. Feet,2 years ago,"['Water Supply', 'Fencing', 'Balcony', 'Drainage']"
160,"House Sale In Pasikot : House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu","NPR. 2,80,00,000 Onwards",8,3,3,4,BN7606,East,2017,632,0-5-1-0 Aana,14 Feet,0-4-5-0 Aana,2 years ago,"['Internet', 'Water Well', 'Water Tank', 'Modular Kitchen', 'TV Cable', 'Garden', 'Parking', 'Garage', 'Drainage', 'Lawn']"
161,"House For Sale In Duwakot, Bhaktapur","Duwakot-NEC, Duwakot, Bhaktapur","NPR. 1,45,00,000",6,3,3,3,BN7596,North,2073,1K,04 Aana,10 Feet / Gravelled,700 Sq. Feet,2 years ago,"['Parking', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Wifi', 'Water Tank', 'Internet']"
162,"भक्तपुरमा भुकम्प प्रतिरोधात्मक घर तुरुन्त बिक्रीमा। : House For Sale In Bhaktapur, Bhaktapur","Suryavinayak,Bhaktapur, Bhaktapur, Bhaktapur","NPR. 80,00,000 Onwards",3,1,1,1,BN7594,East,2019,1.9K,4 Aana,8 Feet,N/A Aana,2 years ago,"['Parking', 'Water Supply', 'Wifi', 'Balcony', 'TV Cable', 'Water Tank', 'Garden']"
163,"House Sale In Mahadevtar,Kathmandu : House For Sale In Kavresthali, Kathmandu","Mahadevtar, Kavresthali, Kathmandu","NPR. 2,40,00,000 Onwards",5,3,2,4,BN7587,East,2016,807,0-4-1-0 Aana,13 Feet / Blacktopped,0-3-5-0 Aana,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'TV Cable', 'Modular Kitchen', 'Water Supply', 'Parking', 'Garage', 'Drainage']"
164,"SOLD OUT : House For Sale In Imadol, Lalitpur","Inside Cozy Homes, Imadol, Lalitpur","NPR. 2,50,00,000 Total price",5,3,2.5,1,BN7583,South West,2077,727,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']"
165,"SOLD OUT: Modern House : House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur","NPR. 2,87,00,000 Total price",5,4,2.5,1,BN7581,East,2076,3.1K,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,[]
166,"SOLD OUT : House For Sale In Imadol, Lalitpur","Bhadrakali Petrol Pump, Imadol, Lalitpur","NPR. 2,20,00,000 Total price",5,3,2.5,1,BN7578,East,2077,969,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Water Supply', 'Water Well', 'Parking']"
167,"One And Half Storied : House For Sale In Tikathali, Lalitpur","PaniTyanki, Tikathali, Lalitpur","NPR. 1,12,00,000 Total price",2,1,1.5,1,BN7577,East,2076,1.6K,0-2-3-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
168,"One And Half Storied : House For Sale In Imadol, Lalitpur","Nearby Buddha Party Palace, Imadol, Lalitpur","NPR. 1,15,00,000 Total price",2,1,1.5,1,BN7576,West,2076,794,0-2-3-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Water Supply', 'Water Well', 'Parking']"
169,"SOLD OUT : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur","NPR. 2,20,00,000 Total price",4,3,2.5,1,BN7575,North East,2076,11.9K,0-3-2-0 Aana,13 Feet / Blacktopped,2148 Aana,2 years ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']"
170,"Brand New House For Sale At Hattiban Housing, Lalitpur : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 4,60,00,000 Onwards",5,4,2,4,BN7569,East,2020,3.2K,0-5-0-0 Aana,14 Feet / Blacktopped,2000 Sq. Feet,2 years ago,"['Internet', 'Maintenance', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Garden', 'Parking', 'Garage', 'Drainage', 'Balcony', 'Lawn']"
171,"SOLD OUT : House For Sale In Imadol, Lalitpur","Opposite of Green Hill City, Imadol, Lalitpur","NPR. 1,35,00,000 Total price",2,1,1.5,1,BN7567,West,2077,2.2K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Parking']"
172,"Beautiful House In Urgent Sale : House For Sale In Kalanki, Kathmandu","nagarjuna -09, suichatar, in between gantabya driving centre and amar jyoti school, Kalanki, Kathmandu","NPR. 2,50,00,000 Onwards",7,4,N/A,1,BN7566,South,N/A,1.4K,4 Aana,13 Feet,2131 Sq. Feet,2 years ago,"['Lawn', 'Drainage', 'Balcony', 'Fencing', 'Water Supply', 'Modular Kitchen', 'Parking', 'Garden']"
173,"House For Sale In Guheshwori, Kathmandu","House for sale gaurighat, Guheshwori, Kathmandu","NPR. 2,15,00,000 N/A",8,4,2,1,BN7535,West,2075,2.7K,0-2-2-3 Aana,13 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Parking', 'CCTV', 'Wifi']"
174,"House For Sale In Kalanki, Kathmandu","Khadka gaun, LRI marg kalanki-14 Kathmandu, Kalanki, Kathmandu","NPR. 2,90,00,000",10,4,4,1,BN7534,East,2072,4.3K,5 Aana,14 Feet / Blacktopped,2761 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Well', 'Water Tank']"
175,"House For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi","NPR. 1,25,00,000",5,3,2,0,BN7529,East,2068,551,7.5 Dhur,20 Feet / Gravelled,7 Dhur,2 years ago,"['Lawn', 'Drainage', 'Balcony', 'Water Supply', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet', 'Electricity Backup']"
176,"House For Sale In Imadol, Lalitpur","Imadol,Anasari chowk, Imadol, Lalitpur","NPR. 1,25,00,000",2,1,1,1,BN7528,South,2074,1.6K,0-3-0 Aana,15 Feet / Gravelled,825 Aana,2 years ago,"['Water Supply', 'Water Tank', 'Water Well', 'Parking']"
177,"SOLD OUT : House For Sale In Imadol, Lalitpur","Imadol Swimming Pool, Imadol, Lalitpur","NPR. 1,95,00,000 Total price",6,3,2.5,1,BN7526,South,2076,8.7K,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Parking', 'Store Room']"
178,"House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu","NPR. 19,00,00,000",0,0,N/A,10,BN7511,South East,N/A,1.6K,34 Aana,15 Feet / Blacktopped,4500 Sq. Feet,2 years ago,"['Drainage', 'Jacuzzi', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Washing Machine', 'TV Cable', 'Water Tank', 'Water Well', 'Solar Water', 'Store Room']"
179,"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 4,50,00,000",6,6,3,2,BN7510,East,2076,888,6 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Air Condition', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Water Tank', 'Store Room']"
180,"House For Sale In Surunga, Jhapa","Jhapa kankai -04, Surunga, Jhapa","NPR. 42,00,000",2,1,1,1,BN7479,North,2075,1.7K,1 Kattha,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,[]
181,"House On Sale : House For Sale In Naya Bazar, Kathmandu","Nayabazar Kathmandu, Naya Bazar, Kathmandu","NPR. 3,10,00,000 Onwards",3,4,3,1,BN7478,East,N/A,2K,0-3-0-0 Aana,0 Feet,0-2-3-0 Aana,2 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Water Tank', 'Parking', 'Jacuzzi']"
182,"House For Sale At Nakhkhu, Bhaisepati : House For Sale In Bhaisepati, Lalitpur","Fulbari Marga, Nakhu, Bhaisepati, Lalitpur","NPR. 2,50,00,000",6,4,3,2,BN7477,North,N/A,2.8K,4 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Solar Water', 'Wifi', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Store Room']"
183,"House For Sale In Butwal, Butwal","Butwal nayagaun 12, Butwal, Butwal","NPR. 1,20,00,000 Onwards",3,2,1,1,BN7467,East,2075,2.3K,8.25 Dhur,20 Feet / Blacktopped,8.25 Dhur,2 years ago,"['Parking', 'Water Supply', 'TV Cable', 'Water Tank']"
184,"SOLD OUT : House For Sale In Kageshwari-Manohara, Kathmandu","290, अमरापुरी मार्ग, कागेश्वरी मनोहरा, Kageshwari-Manohara, Kathmandu","NPR. 1,85,00,000 N/A",6,3,3,1,BN7455,South West,2076,993,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Tank', 'Water Well', 'Internet']"
185,"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,75,00,000",0,0,N/A,0,BN7447,West,N/A,1.6K,4 Aana,20 Feet / Blacktopped,2300 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Water Well']"
186,"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,85,00,000",6,6,3,2,BN7446,East,2077,731,4.5 Aana,13 Feet / Gravelled,2400 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']"
187,"House For Sale In Kalanki, Kathmandu","Na, Kalanki, Kathmandu","NPR. 16,50,00,000",20,10,N/A,10,BN7445,East,N/A,1K,12 Aana,120 Feet / Blacktopped,15000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Electricity Backup', 'Water Well', 'Water Tank', 'Solar Water', 'Store Room', 'Security Staff']"
188,"House For Sale In Lazimpat, Kathmandu","Na, Lazimpat, Kathmandu","NPR. 6,90,00,000",18,9,4,2,BN7444,East,N/A,968,5.5 Aana,14 Feet / Blacktopped,4200 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Well', 'Water Tank']"
189,"House For Sale In Bhatbhateni, Kathmandu","Na, Bhatbhateni, Kathmandu","NPR. 11,00,00,000",5,5,3,4,BN7443,East,2067,1.4K,12 Aana,15 Feet / Gravelled,3500 Sq. Feet,2 years ago,"['Drainage', 'Garage', 'Balcony', 'Garden', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water', 'Store Room']"
190,"4.5 Aana Cozy Home At Changathali, Lalitpur : House For Sale In Tikathali, Lalitpur","Gopal Chowk, Changathali (Near tikathali), Tikathali, Lalitpur","NPR. 1,95,00,000 Onwards",5,4,2,1,BN7438,South East,N/A,2.7K,0-4-2-1 Sq. Feet,15 Feet,N/A Aana,2 years ago,"['Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
191,"Sale Of House : House For Sale In Gaurighat, Kathmandu","Gaurighat, Gaurighat, Kathmandu","NPR. 4,00,00,000 Onwards",0,4,3,1,BN7435,South East,N/A,1.7K,0-6-0-0 Aana,22 Feet,0-6-0-0 Aana,2 years ago,"['Parking', 'Water Supply', 'Water Well', 'Water Tank']"
192,"Beautiful Bungalow : House For Sale In Chundevi, Kathmandu","chundevi, Chundevi, Kathmandu","NPR. 15,00,00,000",4,4,N/A,2,BN7430,East,N/A,1.6K,26 Aana,20 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Parking']"
193,"House For Sale In Gairidhara, Kathmandu","Na, Gairidhara, Kathmandu","NPR. 5,35,00,000",5,7,4,4,BN7421,East,2076,1.5K,5 Aana,15 Feet / Paved,3600 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Water Well', 'Water Supply']"
194,"House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu","NPR. 75,00,000 N/A",0,0,N/A,0,BN7420,North,N/A,1.5K,6 Aana,20 Feet / Blacktopped,N/A Sq. Feet,2 years ago,['Drainage']
195,"House For Sale In Chundevi, Kathmandu","Na, Chundevi, Kathmandu","NPR. 15,00,00,000",5,0,N/A,0,BN7417,East,N/A,1.8K,26 Aana,15 Feet / Blacktopped,3400 Sq. Feet,2 years ago,"['Drainage', 'Jacuzzi', 'Balcony', 'Garden', 'Water Supply', 'Air Condition', 'Modular Kitchen', 'Washing Machine', 'Water Well', 'Water Tank', 'Store Room']"
196,"House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu","NPR. 12,00,00,000",0,0,N/A,0,BN7414,East,N/A,1.3K,16 Aana,15 Feet / Blacktopped,3000 Aana,2 years ago,"['Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Store Room', 'Jacuzzi']"
197,"House For Sale In Khairahani, Chitwan","Sultana-salauli road, Khairahani, Chitwan","NPR. 1,40,00,000 Onwards",0,0,N/A,0,BN7410,West,N/A,775,0-2-0 Kattha,22 Feet / Gravelled,1695 Sq. Feet,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Well', 'Electricity Backup', 'Internet']"
198,"House For Sale In Suryabinayak, Bhaktapur","Sundarbasti, Suryabinayak, Bhaktapur","NPR. 2,85,00,000 N/A",12,3,3,0,BN7396,East,N/A,930,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank']"
199,"House For Sale At Namgelchowk .100m From Thulobharamg Yatayat.!Water ,Dhal,Batti,Peaceful Environment..Bike And Car Parking Available : House For Sale In Thulo Bharyang, Kathmandu","Thiulobharang, Thulo Bharyang, Kathmandu","NPR. 2,55,00,000",3,3,8,1,BN7395,East,2019,1K,0-3-2-0 Aana,12 Feet,0-3-2-0 Aana,2 years ago,[]
200,"House For Sale In Imadol, Lalitpur","Imadol, Setipakha, Imadol, Lalitpur","NPR. 1,60,00,000 N/A",0,0,N/A,0,BN7391,East,N/A,1.5K,3 Aana,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Balcony', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet', 'Fencing']"
201,"HOUSE : House For Sale In Thali, Kathmandu","Banbatika, Thali, Kathmandu","NPR. 1,50,00,000 Total price",2,1,1,1,BN7385,North East,N/A,10.8K,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Water Well', 'Parking']"
202,"House For Sale In Kamaladi, Kathmandu","Na, Kamaladi, Kathmandu","NPR. 12,50,00,000",0,0,3,0,BN7378,East,2065,1.1K,5 Aana,25 Feet / Blacktopped,2500 Sq. Feet,2 years ago,"['Drainage', 'Water Supply']"
203,"A Luxury Bungalow For Sale At Nayagaun-15 Pokhara : House For Sale In Pokhara, Pokhara","Nayagaun, Pokhara, Pokhara","NPR. 8,00,00,000 Onwards",8,4,3,9,BN7368,East,N/A,3.5K,0-12-0-0 Aana,14 Feet / Blacktopped,0-9-0-0 Aana,2 years ago,"['Internet', 'Kids Playground', 'Solar Water', 'Wifi', 'Water Tank', 'Water Well', 'TV Cable', 'Modular Kitchen', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Parking', 'Garage', 'Drainage']"
204,"Bungalow : House For Sale In Chandol, Kathmandu","Nearby Kundalini Digonosis, Chandol, Kathmandu","NPR. 8,00,00,000 Total price",5,6,2.5,2,BN7364,East,2072,16.6K,0-9-3-2 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']"
205,"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 5,50,00,000",5,6,3,2,BN7361,East,2077,3.4K,7.5 Aana,14 Feet / Gravelled,2800 Aana,2 years ago,"['Air Condition', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply']"
206,"House For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu","NPR. 25,00,00,000",0,0,N/A,0,BN7355,East,N/A,1.4K,30 Aana,15 Feet / Paved,4000 Sq. Feet,2 years ago,"['Drainage', 'Air Condition', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Garage', 'Washing Machine', 'Water Well', 'Water Tank']"
207,"House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 2,10,00,000",4,5,3,1,BN7354,East,2076,1.4K,3 Aana,13 Feet / Blacktopped,1900 Sq. Feet,2 years ago,"['Drainage', 'Water Supply', 'Modular Kitchen']"
208,"House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 12,50,00,000",5,5,2,6,BN7352,East,2068,1K,30 Aana,15 Feet / Soil Stabilized,4000 Sq. Feet,2 years ago,"['Drainage', 'Air Condition', 'Balcony', 'Garage', 'Water Supply', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Water Well', 'Water Tank']"
209,"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 3,75,00,000 Onwards",4,5,3,2,BN7347,South,2077,1.5K,5 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Garage', 'Water Supply', 'Modular Kitchen', 'Water Tank', 'Water Well']"
210,"House For Sale At Sanepa Lalitpur : House For Sale In Sanepa, Lalitpur","Sanchal, Sanepa, Lalitpur","NPR. 3,25,00,000 Onwards",6,4,3,1,BN7326,East,N/A,1.5K,0-4-2-0 Aana,12 Feet,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Fencing', 'Water Supply', 'TV Cable', 'Water Well', 'Water Tank']"
211,"SOLD OUT: House For Sell At Nilopul, Sukedhara : House For Sale In Sukedhara, Kathmandu","Nilopul, Sukedhara, Sukedhara, Kathmandu","NPR. 2,60,00,000 Onwards",5,4,3,4,BN7324,East,N/A,1.3K,4 Aana 3 Paisa 1 Daam Aana,0 Feet,N/A Aana,2 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
212,"SOLD OUT: House At Kapan : House For Sale In Kapan, Kathmandu","Panchakumari Marg, 10, Kapan, Kathmandu","NPR. 1,10,00,000 Onwards",0,0,3,0,BN7323,West,N/A,1.6K,2.5 Aana,12 Feet,67.30 Aana,2 years ago,[]
213,"SOLD OUT; Centrally Located Beautiful House On Sale : House For Sale In Bishal Nagar, Kathmandu","Sadikshaya Marg, Bishal Nagar, Kathmandu","NPR. 60,00,000 Per Aana",6,3,3,3,BN7312,North West,N/A,1.1K,0-8-0-0 Aana,12 Feet,N/A Aana,2 years ago,"['Balcony', 'Fencing', 'Drainage', 'Parking', 'Store Room']"
214,"House For Sale On 14 Anna Land At Dhapasi Kathmandu : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu","NPR. 5,50,00,000 Onwards",5,3,3,8,BN7304,East,2018,958,0-14-1-0 Aana,14 Feet / Blacktopped,0-9-5-0 Aana,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'TV Cable', 'Modular Kitchen', 'Garden', 'Water Supply', 'Parking', 'Garage', 'Drainage', 'Lawn']"
215,"House : House For Sale In Tokha, Kathmandu","dhapasi ,ktm, Tokha, Kathmandu","NPR. 1,43,00,000 Onwards",0,0,2,0,BN7302,West,N/A,928,2.6 Aana,8 Feet,N/A Aana,2 years ago,[]
216,"HOUSE ON SELL : House For Sale In Basundhara, Kathmandu","shree tole, Basundhara, Kathmandu","NPR. 3,00,00,000 Onwards",6,3,3,1,BN7298,South,N/A,812,3 Aana,5 Feet,3 Aana,2 years ago,"['Air Condition', 'Water Supply', 'Parking', 'Drainage', 'Electricity Backup', 'Water Well', 'Water Tank', 'Balcony']"
217,"House For Sale In Godawari, Lalitpur","Gpdawary, Godawari, Lalitpur","NPR. 7,50,00,000",4,0,N/A,10,BN7295,East,N/A,1.5K,2-8-0-0 Aana,15 Feet / Gravelled,3000 Sq. Feet,2 years ago,"['Parking', 'Garden', 'Wifi', 'Water Well']"
218,"House For Sale In Ekantakuna, Lalitpur","Nakhkhu, Ekantakuna, Lalitpur","NPR. 4,50,00,000",3,3,2,4,BN7294,West,2056,1.3K,0-12-0-0 Aana,15 Feet / Gravelled,2000 Sq. Feet,2 years ago,"['Parking', 'CCTV', 'Garden', 'Wifi']"
219,"Semi-Commercial House For Sale In Lazimpat Kathmandu : House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu","NPR. 6,00,00,000 Onwards",11,3,2,8,BN7287,East,2017,797,0-8-0-0 Aana,20 Feet / Blacktopped,5000 Sq. Feet,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'TV Cable', 'Modular Kitchen', 'Water Supply', 'Garden', 'Parking', 'Garage', 'Drainage']"
220,"House For Sale In Baneshwor, Kathmandu","Thapagau, Baneshwor, Kathmandu","NPR. 2,70,00,000",9,4,3,1,BN7285,South,N/A,1.7K,0-4-0-0 Aana,10 Feet / Blacktopped,N/A Aana,2 years ago,['Parking']
221,"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,35,00,000",5,5,3,1,BN7284,South West,2060,1.1K,4.5 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']"
