Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address,Area(Sq.Feet),Area(In Sq.Feet),Price(Float)
"Pepsicola : House For Sale In Kageshwari-Manohara, Kathmandu","['barashutter', 'near bhadrakali petrol pump', ' Kageshwari-Manohara', ' Kathmandu']",26500000,6,3,3.0,1,East,2019.0,402,4 Aana,13.0,N/A Aana,6 months ago,"['Parking', 'Lawn', 'Drainage', 'Balcony', 'Garden', 'Water Tank', 'Water Supply']", Kathmandu, Kageshwari-Manohara,1369.0,1369.0,26500000.0
"House On Sale Near Krishna Mandir Imadol : House For Sale In Imadol, Lalitpur","['Imadol -7', ' Imadol', ' Lalitpur']",15500000,1,1,1.0,1,East,2022.0,671,0-3-2-0 Aana,14.0,0-3-2-0 Aana,7 months ago,"['Parking', 'Water Supply']", Lalitpur, Imadol,1197.875,1197.875,15500000.0
"Newly Constructed : House For Sale In Budhanilkantha, Kathmandu","['Kapan', ' Budhanilkantha', ' Kathmandu']",32500000,5,4,3.0,1,South,2079.0,448,0-4-0-0 Aana,13.0,2400 Aana,7 months ago,"['Garage', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']", Kathmandu, Budhanilkantha,1369.0,1369.0,32500000.0
"Traditional Style : House For Sale In Budhanilkantha, Kathmandu","['Mandikatar Tennis Court', ' Budhanilkantha', ' Kathmandu']",42500000,5,4,3.0,2,West,2078.0,1.4K,0-4-1-0 Aana,13.0,2400 Sq. Feet,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu, Budhanilkantha,1454.5625,1454.5625,42500000.0
"Semi-Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Sundarbasti', ' Kapan', ' Budhanilkantha', ' Kathmandu']",43500000,6,5,4.0,3,North East,2079.0,1.1K,0-5-0-0 Aana,13.0,2800 Sq. Feet,7 months ago,"['Garage', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Kathmandu, Budhanilkantha,1711.25,1711.25,43500000.0
"Residental House Sell : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']",26500000,3,3,3.0,3,South East,2016.0,271,5 Aana,0.0,5 Aana,7 months ago,"['Solar Water', 'Wifi', 'TV Cable']", Lalitpur, Tikathali,1711.25,1711.25,26500000.0
"4BHK Modern Home For Sale At Housing In Sitapaila : House For Sale In Sitapaila, Kathmandu","['Nagarjun ward no 4', ' Sitapaila', ' Sitapaila', ' Kathmandu']",62500000,4,5,,2,South,,634,0-7-2-3.14 Aana,22.0,2734 Sq. Feet,7 months ago,"['Drainage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Security Staff']", Kathmandu, Sitapaila,2631.046875,2631.046875,62500000.0
"House / Land On Sale : House For Sale In Kupondole, Lalitpur","['kupondole lalitpur sanepa', ' Kupondole', ' Lalitpur']",7000000 Per Aana,4,0,3.0,0,South East,,825,13 Aana,16.0,N/A Aana,7 months ago,[], Lalitpur, Kupondole,4449.25,4449.25,91000000.0
"BEAUTIFUL RESIDENTIAL : House For Sale In Imadol, Lalitpur","['Imadol-4 Mahalaxmi Nagarpalika', ' Imadol', ' Lalitpur']",25000000,5,4,3.5,1,East,,755,0-3-1-0 Aana,13.0,N/A Aana,7 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']", Lalitpur, Imadol,1112.3125,1112.3125,25000000.0
"Residential : House For Sale In Imadol, Lalitpur","['Imadol-4 Mahalaxmi Nagarpalilka', ' Imadol', ' Lalitpur']",24000000,4,3,2.5,1,East,,704,0-3-0-0 Aana,13.0,N/A Aana,7 months ago,"['Drainage', 'Water Supply']", Lalitpur, Imadol,1026.75,1026.75,24000000.0
"Residential : House For Sale In Imadol, Lalitpur","['Imadol-4 Mahalaxmi Nagarpalilka', ' Imadol', ' Lalitpur']",23500000,4,4,2.5,1,South,,538,3 Aana,13.0,2200 Sq. Feet,7 months ago,"['Water Supply', 'Parking']", Lalitpur, Imadol,1026.75,1026.75,23500000.0
"Attractive Residential House : House For Sale In Lubhu, Lalitpur","['Lubhu Buspark', ' Lubhu', ' Lalitpur']",27500000,4,2,3.0,2,West,2077.0,1.7K,0-5-0-0 Aana,13.0,2500 Sq. Feet,7 months ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'CCTV', 'Internet', 'Parking', 'Store Room']", Lalitpur, Lubhu,1711.25,1711.25,27500000.0
"House For Sale In Kalanki, Kathmandu","['Amritnagar', ' Kalanki', ' Kathmandu']",37000000,3,3,3.0,2,East,2074.0,304,4.25 Aana,14.0,N/A Sq. Feet,7 months ago,"['Parking', 'Air Condition', 'Modular Kitchen', 'Solar Water', 'Water Tank']", Kathmandu, Kalanki,3508.0625,3508.0625,37000000.0
"Koteshwor Kathmandu House For Sale : House For Sale In Koteshwor, Kathmandu","['sahayoginagar', ' Koteshwor', ' Kathmandu']",41500000,5,5,4.0,1,South,,668,4 Aana,19.686,N/A Aana,7 months ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'TV Cable', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']", Kathmandu, Koteshwor,1369.0,1369.0,41500000.0
"RESIDENTIAL : House For Sale In Imadol, Lalitpur","['Sital Height', ' Imadol', ' Lalitpur']",26500000,5,4,3.0,1,North,,1.2K,0-3-1-0 Aana,13.0,2189 Aana,8 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol,1112.3125,1112.3125,26500000.0
"Urgent House On Sell : House For Sale In Pepsicola, Kathmandu","['Harharmahadev chowk', ' Pepsicola', ' Kathmandu']",19000000,3,2,4.0,2,South East,2019.0,628,0-2.3.3 Aana,12.0,800 Aana,8 months ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Water Supply', 'Fencing', 'Modular Kitchen', 'Water Well', 'Water Tank']", Kathmandu, Pepsicola,1005.359375,1005.359375,19000000.0
"House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",37500000,8,2,2.0,2,West,2077.0,550,0-5-0-0 Aana,20.0,1600 Sq. Feet,8 months ago,[], Kathmandu, Budhanilkantha,1711.25,1711.25,37500000.0
"House For Sale In Chappal Karkhana, Kathmandu","['82', ' Chappal Karkhana', ' Kathmandu']",100000000,10,7,4.0,0,South East,2065.0,503,11 Aana,12.0,1300 Sq. Feet,8 months ago,"['Balcony', 'Drainage']", Kathmandu, Chappal Karkhana,3764.75,3764.75,100000000.0
"3.5 Storey House Built In 5 Aana Land At 3.98 Crore : House For Sale In Madhyapur Thimi, Bhaktapur","['Madhyapur thimi', ' Madhyapur Thimi', ' Bhaktapur']",39800000,8,4,3.0,1,East,2072.0,446,1710 Sq. Feet,13.0,4300 Sq. Feet,8 months ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Wifi', 'Internet']", Bhaktapur, Madhyapur Thimi,1710 Sq. Feet,1710.0,39800000.0
"Pasikot : House For Sale In Pasikot, Kathmandu","['Pasikot', ' Pasikot', ' Kathmandu']",39000000,0,0,,2,North,,472,0-5-0-0 Aana,16.0,N/A Aana,8 months ago,"['Lawn', 'Drainage', 'Parking']", Kathmandu, Pasikot,1711.25,1711.25,39000000.0
"House For Sale In Basundhara, Kathmandu","['Basundhara', ' 500 m from Ishan hospital new building', ' Basundhara', ' Kathmandu']",30000000,4,4,3.0,1,South,2077.0,869,0-4-0-0 Aana,10.0,2400 Sq. Feet,8 months ago,['Garage'], Kathmandu, Basundhara,1369.0,1369.0,30000000.0
"Pasikot : House For Sale In Pasikot, Kathmandu","['Bhudanilkantha pasikot', ' Pasikot', ' Kathmandu']",75000000,0,4,3.0,3,East,2022.0,844,0-8-0-0 Aana,14.0,N/A Aana,8 months ago,"['Lawn', 'Drainage', 'Garage', 'Parking']", Kathmandu, Pasikot,2738.0,2738.0,75000000.0
"House For Sale : House For Sale In Kageshwari-Manohara, Kathmandu","['Greenhillcity', ' Narayantar', ' Kageshwari-Manohara', ' Kathmandu']",25000000,3,2,2.0,1,East,2018.0,617,6 Aana,0.0,N/A Aana,8 months ago,"['Parking', 'Lawn', 'Water Supply']", Kathmandu, Kageshwari-Manohara,2053.5,2053.5,25000000.0
"Best House For Sale : House For Sale In Nagarjun, Kathmandu","['E-6', ' Nagarjun', ' Kathmandu']",5500000 Per Aana,0,4,3.0,2,North East,2016.0,425,6.5 Aana,0.0,5 Aana,9 months ago,"['Parking', 'Balcony', 'Water Supply', 'Wifi', 'Solar Water', 'Water Tank', 'Maintenance']", Kathmandu, Nagarjun,2481.3125,2481.3125,39875000.0
"4BHK Modern Home Available For SALE At Chappal Karkhana, Kathmandu : House For Sale In Chappal Karkhana, Kathmandu","['Chapalkarkhana', ' Chappal Karkhana', ' Kathmandu']",35000000,4,4,,1,South,,1.1K,0-3-0-0 Aana,16.0,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Water Supply', 'Modular Kitchen']", Kathmandu, Chappal Karkhana,1026.75,1026.75,35000000.0
"House For Sale : House For Sale In Budhanilkantha, Kathmandu","['Chyasundol Marg', ' Budhanilkanth-6', ' Budhanilkantha', ' Kathmandu']",22500000,4,3,2.0,1,South,2076.0,685,0-3-0-0 Aana,13.0,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']", Kathmandu, Budhanilkantha,1026.75,1026.75,22500000.0
"Residential Building On Sale At Paradise Colony, Bhangal : House For Sale In Budhanilkantha, Kathmandu","['Paradise colony', ' Budhanilkantha', ' Kathmandu']",27500000,3,0,,2,South East,2065.0,868,0-3-2-0 Aana,13.0,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Air Condition', 'Balcony', 'Water Supply', 'TV Cable', 'Wifi']", Kathmandu, Budhanilkantha,1197.875,1197.875,27500000.0
"Fully Furnished House On Sale In Sanepa, Jhamsikhel : House For Sale In Jhamsikhel, Lalitpur","['Jhamsikhel', ' Sanepa', ' Jhamsikhel', ' Lalitpur']",41000000,6,5,3.0,2,South East,2012.0,1K,3 Aana,13.0,3 Aana,9 months ago,"['Parking', 'Air Condition', 'Balcony', 'Water Supply']", Lalitpur, Jhamsikhel,1026.75,1026.75,41000000.0
"Residential Plus Commercial House : House For Sale In Kapan, Kathmandu","['Faika', ' Tenjing Chowk', ' Budhanilkantha', ' Kapan', ' Kathmandu']",24500000,6,2,2.0,0,South,2068.0,952,0-2-3-0 Aana,24.0,1800 Sq. Feet,9 months ago,[], Kathmandu, Kapan,941.1875,941.1875,24500000.0
"Flat System 2.5 Storey House At Besigaun, Jorpati : House For Sale In Jorpati, Kathmandu","['Prakritinagar marga', ' Besigaun', '', ' Jorpati', ' Kathmandu']",28500000,5,2,2.0,1,South,,379,4.5 Aana,12.0,4.5 Aana,9 months ago,"['Parking', 'Balcony', 'Water Supply', 'Fencing', 'Water Tank', 'Store Room', 'Drainage']", Kathmandu, Jorpati,1796.8125,1796.8125,28500000.0
"House For Sell In Budhanilkantha Sundarbasti : House For Sale In Budhanilkantha, Kathmandu","['sundarbasti', ' Budhanilkantha', ' Kathmandu']",55000000,5,4,,2,North East,,781,5.5 Aana,0.0,N/A Aana,9 months ago,"['Parking', 'Balcony', 'Internet', 'Solar Water', 'Water Well']", Kathmandu, Budhanilkantha,2139.0625,2139.0625,55000000.0
"3 Storey Cozy House For SALE At Sanobharyang, Kathmandu : House For Sale In Sanobharyang, Kathmandu","['Sanobharyang', ' Sanobharyang', ' Kathmandu']",17000000,7,2,,0,West,,881,0-2-2-0 Aana,16.0,N/A Aana,10 months ago,[], Kathmandu, Sanobharyang,855.625,855.625,17000000.0
"Bungalow For SALE At Sanobharyang, Kathmandu : House For Sale In Sanobharyang, Kathmandu","['Sano bharyang', ' Sanobharyang', ' Kathmandu']",85000000,9,5,,3,West,,448,0-8-2-0 Aana,13.0,N/A Aana,10 months ago,"['Lawn', 'Drainage', 'Parking', 'Balcony']", Kathmandu, Sanobharyang,2909.125,2909.125,85000000.0
"1 Ropani Commercial Property For SALE At Samakhusi, Kathmandu : House For Sale In Samakhusi, Kathmandu","['Samakhusi', ' Samakhusi', ' Kathmandu']",160000000,9,4,,10,West,,421,1-0-0-0 Ropani,20.0,1 Ropani,10 months ago,[], Kathmandu, Samakhusi,5476.0,5476.0,160000000.0
"House On Sale In Bhaktapur : House For Sale In Dadikot, Bhaktapur","['Gamcha', ' Dadikot', ' Bhaktapur']",15000000,2,2,2.0,1,West,,798,0-5-1-0 Aana,4.0,0-3-0-0 Aana,10 months ago,"['Water Well', 'Wifi', 'Modular Kitchen', 'Water Supply']", Bhaktapur, Dadikot,1796.8125,1796.8125,15000000.0
"House On Sale Inside United Colony : House For Sale In Lubhu, Lalitpur","['United colony Phase-II ', ' Lubhu', ' Lubhu', ' Lalitpur']",31000000,3,3,,1,East,,728,0-3-2-2 Aana,13.0,N/A Aana,10 months ago,"['Wifi', 'Garage', 'Water Supply', 'TV Cable']", Lalitpur, Lubhu,1240.65625,1240.65625,31000000.0
"RESIDENTIAL : House For Sale In Balkot, Bhaktapur","['Suryabinayak Nagarpalika 3', ' Balkot', ' Bhaktapur']",52500000,5,5,2.5,2,North,,792,9 Aana,26.0,N/A Aana,10 months ago,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Microwave', 'Drainage', 'Water Tank', 'Parking', 'Store Room']", Bhaktapur, Balkot,3080.25,3080.25,52500000.0
"RESIDENTIAL : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor chowk', ' Budhanilkantha', ' Kathmandu']",49500000,5,5,2.5,2,South,2079.0,6.4K,5.75 Aana,15.0,2600 Aana,10 months ago,"['Air Condition', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Store Room']", Kathmandu, Budhanilkantha,8128.4375,8128.4375,49500000.0
"Building At Sale : House For Sale In Sorakhutte, Kathmandu","['Sorakhutte', ' Sorakhutte', ' Kathmandu']",6500000 Per Aana,0,0,6.0,0,East,,679,11 Aana,20.0,11 Aana,10 months ago,"['Garage', 'Parking', 'Garden', 'Drainage', 'Water Supply', 'Balcony', 'Kids Playground', 'Store Room']", Kathmandu, Sorakhutte,3764.75,3764.75,71500000.0
"House On Sale At Manmaiju : House For Sale In Manamaiju, Kathmandu","['Manamaiju', ' Manamaiju', ' Kathmandu']",29900000,4,4,,1,West,,839,4 Aana,20.0,2300 Sq. Feet,10 months ago,"['Lawn', 'Drainage', 'Parking', 'CCTV', 'Garden', 'Water Supply', 'Balcony', 'TV Cable', 'Kids Playground']", Kathmandu, Manamaiju,1369.0,1369.0,29900000.0
"House On Sale At Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Sainbu', ' Bhaisepati', ' Lalitpur']",35800000,4,3,,1,North,,1.3K,4.25 Aana,20.0,2102 Sq. Feet,10 months ago,"['Balcony', 'Drainage', 'Parking', 'CCTV', 'TV Cable', 'Maintenance', 'Water Supply', 'Security Staff']", Lalitpur, Bhaisepati,3508.0625,3508.0625,35800000.0
"House : House For Sale In Matatirtha, Kathmandu","['Takhel', ' Matatirtha', ' Kathmandu']",14500000,0,0,,0,West,,935,4 Aana,3.0,N/A Aana,10 months ago,"['Drainage', 'Balcony', 'Water Supply', 'Internet']", Kathmandu, Matatirtha,1369.0,1369.0,14500000.0
"RESIDENTIAL : House For Sale In Baluwatar, Kathmandu","['Chundevi', ' near Panchakanya School', ' Baluwatar', ' Kathmandu']",75000000,8,9,4.0,3,South East,,840,0-6-0-0 Aana,11.0,N/A Sq. Feet,10 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Baluwatar,2053.5,2053.5,75000000.0
"House For Sale In Sano Gaun, Lalitpur","['Imadol', ' Sanagaun', ' Sano Gaun', ' Lalitpur']",33900000,5,4,4.0,1,South East,2076.0,583,4.5 Aana,16.0,N/A Sq. Feet,11 months ago,"['Garage', 'Parking', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Store Room', 'Wifi']", Lalitpur, Sano Gaun,1796.8125,1796.8125,33900000.0
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","['Shital Height', ' Imadol', ' Lalitpur']",27000000,5,4,3.0,1,South,2079.0,893,0-3-1-0 Aana,13.0,N/A Aana,11 months ago,"['Drainage', 'Parking', 'Water Supply']", Lalitpur, Imadol,1112.3125,1112.3125,27000000.0
"House On Sale At Rudreshwor, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']",115000000,5,4,3.0,4,South West,,1.2K,1-2-0-0 Aana,14.0,N/A Aana,11 months ago,"['Drainage', 'Garage', 'Parking', 'Water Supply', 'Balcony', 'Water Tank', 'Water Well']", Kathmandu, Budhanilkantha,6160.5,6160.5,115000000.0
"House On Sale At Mahatto Marg, Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Mahatto Marg', ' Bhaisepati', ' Lalitpur']",46500000,4,4,3.0,2,East,,652,0-4-0-0 Aana,13.0,N/A Aana,11 months ago,"['Modular Kitchen', 'Parking', 'Garage', 'Water Supply', 'Jacuzzi']", Lalitpur, Bhaisepati,1369.0,1369.0,46500000.0
"Residential Bungalow For Sale In Imadol : House For Sale In Balkumari, Lalitpur","['Imadol', ' Balkumari', ' Lalitpur']",36000000,0,2,2.0,2,North East,2066.0,681,7 Aana,20.0,N/A Aana,11 months ago,"['Drainage', 'Water Supply', 'Store Room', 'Water Well']", Lalitpur, Balkumari,2395.75,2395.75,36000000.0
"House For Sale In Mid Baneshwor, Kathmandu","['Deurali club mid baneswer', ' Mid Baneshwor', ' Kathmandu']",10000000 Per Aana,0,0,2.0,0,West,2069.0,868,12 Aana,24.0,381.55 Sq. Feet,11 months ago,"['Parking', 'Air Condition', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Kids Playground']", Kathmandu, Mid Baneshwor,4107.0,4107.0,120000000.0
"House For Sale In Bhaisepati, Lalitpur","['i Aawash', ' Bhaisepati', ' Lalitpur']",210000000,6,4,3.0,0,East,,1.2K,0-18-0-0 Aana,22.0,N/A Aana,11 months ago,"['Garage', 'Balcony', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Parking']", Lalitpur, Bhaisepati,6160.5,6160.5,210000000.0
"Full Furnished : House For Sale In Balkhu, Kathmandu","['Balkhu Height', ' Balkhu', ' Kathmandu']",72500000,6,5,3.0,3,South,2068.0,8.3K,0-8-0-0 Aana,20.0,N/A Aana,11 months ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Intercom', 'Internet', 'Parking', 'Store Room']", Kathmandu, Balkhu,2738.0,2738.0,72500000.0
"Semi Bungalow House On Sale At Imadole : House For Sale In Imadol, Lalitpur","['Green Hill City', ' Imadol', ' Lalitpur']",23500000,5,3,3.0,1,East,2079.0,804,0-3-0-0 Aana,13.0,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Imadol,1026.75,1026.75,23500000.0
"House For Sale In Chapali, Kathmandu","['Budhanilkantha', ' Chapali', ' Kathmandu']",150000,5,4,3.0,4,East,,1.3K,0-16-0-0 Aana,13.0,N/A Aana,11 months ago,"['Garage', 'Water Supply', 'Parking']", Kathmandu, Chapali,5476.0,5476.0,150000.0
"House For Sale In Bafal, Kathmandu","['Bafal', ' Bafal', ' Kathmandu']",58000000,6,3,2.0,3,East,,605,0-8-3-1 Aana,0.0,N/A Aana,11 months ago,"['Garage', 'Drainage', 'Parking']", Kathmandu, Bafal,3016.078125,3016.078125,58000000.0
"House For Sale In Dhapasi, Kathmandu","['Dhapasi', ' Dhapasi', ' Kathmandu']",31000000,0,0,3.0,1,North,,655,0-3-2-0 Aana,12.0,N/A Aana,11 months ago,"['Lawn', 'Parking']", Kathmandu, Dhapasi,1197.875,1197.875,31000000.0
"Newly Built House On Urgent Sale At Battisputali : House For Sale In Baneshwor, Kathmandu","['Baneshor', ' Baneshwor', ' Kathmandu']",32000000,0,2,3.0,0,East,,1.8K,4.5 Aana,20.0,2000 Sq. Feet,11 months ago,[], Kathmandu, Baneshwor,1796.8125,1796.8125,32000000.0
"House For Sale In Bhaisepati, Lalitpur","['Medicity', ' Bhaisepati', ' Lalitpur']",37500000,4,4,4.0,1,North East,2021.0,1.1K,0-3-2-0 Aana,20.0,2375 Aana,11 months ago,"['Lawn', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Electricity Backup', 'Parking', 'Jacuzzi']", Lalitpur, Bhaisepati,1197.875,1197.875,37500000.0
"House For Sale In Kadaghari, Kathmandu","['Khanepani Tanki Tole', ' Kadaghari', ' Kathmandu']",27000000,6,3,3.0,1,North,2022.0,1K,0-3-2-0 Aana,13.0,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']", Kathmandu, Kadaghari,1197.875,1197.875,27000000.0
"Booking Open In Downtown Housing Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Bhaisepati', ' Bhaisepati', ' Lalitpur']",35000000,4,4,3.0,1,East,2079.0,1.1K,0-3-2-0 Aana,20.0,N/A Aana,11 months ago,"['Garage', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Parking']", Lalitpur, Bhaisepati,1197.875,1197.875,35000000.0
"Booking Open For 5BHK Bungalow In Italitar, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Italitar', ' Budhanilkantha', ' Kathmandu']",77500000,5,5,3.0,3,East,2079.0,786,0-8-1-0 Aana,20.0,N/A Aana,11 months ago,"['Garage', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Jacuzzi']", Kathmandu, Budhanilkantha,2823.5625,2823.5625,77500000.0
"East Faced House On Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",50000000,4,5,3.0,2,East,2079.0,742,0-5-1-0 Aana,14.0,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Solar Water', 'Water Tank', 'Parking']", Kathmandu, Budhanilkantha,1796.8125,1796.8125,50000000.0
"House For Sale In Imadol, Lalitpur","['Imadol', ' Lalitpur', ' Imadol', ' Lalitpur']",16000000,2,1,1.0,2,South West,2022.0,882,3 Aana,13.0,N/A Aana,11 months ago,"['Balcony', 'Drainage', 'Parking']", Lalitpur, Imadol,1026.75,1026.75,16000000.0
"House In Sale At Taukhel, Godawari (4.5 Aana) : House For Sale In Dakshinkali, Kathmandu","['Taukhel', ' Godawari', ' Dakshinkali', ' Kathmandu']",30000000,0,0,2.0,1,East,2015.0,473,4.5 Aana,0.0,2.5 Aana,1 year ago,"['Air Condition', 'Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Internet']", Kathmandu, Dakshinkali,1796.8125,1796.8125,30000000.0
"House On Sale At Deuba Chowk : House For Sale In Budhanilkantha, Kathmandu","['Deuba Chowk', ' Budhanilkantha', ' Kathmandu']",45000000,5,4,3.0,1,South,2079.0,861,04-3-0 Aana,13.0,N/A Aana,1 year ago,"['Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Electricity Backup', 'Parking']", Kathmandu, Budhanilkantha,1625.6875,1625.6875,45000000.0
"Semi Bungalow House : House For Sale In Budhanilkantha, Kathmandu","['Hattigaunda', ' Budhanilkantha', ' Kathmandu']",45000000,6,4,3.0,2,East,2079.0,696,0-5-0-0 Aana,13.0,N/A Aana,1 year ago,"['Garage', 'Balcony', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Budhanilkantha,1711.25,1711.25,45000000.0
"House In Shanta Colony, Hepali Height : House For Sale In Budhanilkantha, Kathmandu","['Shanta Colony', ' Hepali Height', ' Budhanilkantha', ' Kathmandu']",45000000,3,4,3.0,2,South West,2074.0,772,0-4-2-0 Aana,20.0,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Parking']", Kathmandu, Budhanilkantha,1540.125,1540.125,45000000.0
"Attractive : House For Sale In Tokha, Kathmandu","['Dhapasi', ' Tokha', ' Kathmandu']",41000000,5,4,3.0,1,South East,2079.0,480,0-4-0-2 Aana,20.0,N/A Aana,1 year ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Tokha,1411.78125,1411.78125,41000000.0
"Amazing : House For Sale In Bhaisepati, Lalitpur","['Manjushree marg', ' Bhaisepati', ' Lalitpur']",38000000,4,4,3.0,1,East,2079.0,627,0-3-2-0 Aana,13.0,N/A Aana,1 year ago,"['Balcony', 'Drainage', 'Water Supply', 'Parking']", Lalitpur, Bhaisepati,1197.875,1197.875,38000000.0
"House For Sale In Tokha, Kathmandu","['Dhapasi', ' Tokha', ' Kathmandu']",37500000,6,4,3.0,1,East,2079.0,404,0-4-0-0 Aana,13.0,N/A Aana,1 year ago,"['Garage', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Tokha,1369.0,1369.0,37500000.0
"House For Sale In Mulpani, Kathmandu","['Tiwari Tole-6', ' Mulpani', ' Kathmandu']",16000000,0,3,3.0,1,East,2014.0,626,960 Sq. Feet,12.0,900 Sq. Feet,1 year ago,"['Lawn', 'Balcony', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Kathmandu, Mulpani,960 Sq. Feet,960.0,16000000.0
"House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']",59500000,5,5,3.0,3,South,2078.0,679,0-6-0-0 Aana,13.0,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Parking', 'Jacuzzi']", Kathmandu, Budhanilkantha,2053.5,2053.5,59500000.0
