,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
231,"Attractive Residential House : House For Sale In Duwakot, Bhaktapur","200 Meter From KMC Hospital, Duwakot, Bhaktapur, Duwakot, Bhaktapur","NPR. 2,00,00,000 Total Price",5,3,3,1,BN11242,North East,2076,1.2K,0-4-0-0 Aana,33 Feet / Blacktopped,2200 Sq. Feet,1 year ago,[]
232,"House Sale In Sukedhara : House For Sale In Sukedhara, Kathmandu","Shrijana basti, Kumari marga, Sukedhara, Kathmandu","NPR. 1,95,00,000 Onwards",2,1,1,1,BN11239,West,2008,953,0 Aana,13 Feet / Blacktopped,0-3-2-0 Aana,1 year ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking']"
233,"Brand New House For Sale In Imadol : House For Sale In Mahalaxmisthan, Lalitpur","Binayak tol , Imadol E Block, Mahalaxmisthan, Lalitpur","NPR. 2,65,00,000 Onwards",4,4,3,2,BN11236,North West,N/A,1K,4 Aana,13 Feet,N/A Aana,1 year ago,"['Garage', 'Parking', 'Balcony']"
234,"Imadol House & Land On Sale 9.5aanna : House For Sale In Imadol, Lalitpur","Mahalaxmi, Imadol, Lalitpur","NPR. 3,35,00,000 Onwards",1,1,1,4,BN11230,South,N/A,584,0-9-0-0 Aana,13 Feet,0-4-0-0 Aana,1 year ago,"['Garden', 'Parking', 'Drainage', 'Water Tank']"
235,"Hepali Height : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu","NPR. 55,00,000 Per Aana",0,0,N/A,0,BN11213,North West,N/A,1.3K,2-0-0-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Drainage', 'Garage', 'Parking']"
236,"House For Sale In Sitapaila Kathmandu : House For Sale In Sitapaila, Kathmandu","A New House Sale in Sitapaila, Sitapaila, Kathmandu","NPR. 2,50,00,000",0,3,N/A,1,BN11212,North,2020,819,4 Aana,13 Feet,N/A Aana,1 year ago,"['Balcony', 'Parking', 'Wifi', 'Solar Water', 'Internet']"
237,"House For Sale In Pepsicola, Kathmandu : House For Sale In Pepsicola, Kathmandu","pepsicola, Pepsicola, Kathmandu","NPR. 2,75,00,000 Onwards",0,3,3,1,BN11211,East,N/A,799,3.5 Aana,10 Feet,3.5 Aana,1 year ago,"['Fencing', 'Garage', 'Modular Kitchen', 'Water Tank', 'Solar Water']"
238,"Beautiful House For Sale At Naikkap Kalanki : House For Sale In Kalanki, Kathmandu","Purano Naikap, Kalanki, Kathmandu","NPR. 1,98,00,000 Onwards",0,3,2,1,BN11210,East,N/A,737,3.1 Aana,12 Feet,N/A Aana,1 year ago,"['Parking', 'Water Supply', 'TV Cable', 'Wifi', 'Internet']"
239,"Beautiful House For Sale In Machha Pokhari : House For Sale In Machha Pokhari, Kathmandu","House for sale in Machha Pokhari, Machha Pokhari, Kathmandu","NPR. 2,00,00,007",0,4,2,1,BN11209,East,N/A,572,4 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Parking', 'Water Supply', 'Modular Kitchen', 'Wifi', 'Internet']"
240,"House (Recently Completed Seismic Resistant) On Sale At Suryabinayak, Bhaktapur : House For Sale In Bhaktapur, Bhaktapur","Katunje Height, Suryabinayak, Bhaktapur, Bhaktapur","NPR. 2,00,00,000",4,3,3,1,BN11200,South East,2022,1K,0-3-0-0 Aana,20 Feet / Blacktopped,1600 Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Deck', 'Water Supply', 'Gym', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance']"
241,"House For Sale In Gaushala, Kathmandu","Bhim Nidhi Tiwari Marg, Pingalasthan, Gaushala, Kathmandu","NPR. 4,50,00,000",6,7,N/A,1,BN11198,South East,N/A,950,0-5-0-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Balcony', 'Wifi', 'Drainage', 'Internet', 'Water Supply', 'Water Tank', 'Parking', 'Garden', 'TV Cable']"
242,"Hepali : House For Sale In Dhapasi, Kathmandu","Hepali, Dhapasi, Kathmandu","NPR. 7,25,00,000 Onwards",1,4,N/A,4,BN11194,South East,N/A,984,0-8-0-0 Aana,20 Feet,N/A Aana,1 year ago,"['Drainage', 'Garage', 'Parking']"
243,"Hattiban : House For Sale In Hattiban, Lalitpur","Lalitpur, Hattiban, Lalitpur","NPR. 3,55,00,000 Onwards",0,3,N/A,3,BN11190,East,N/A,857,0-6-0-0 Aana,14 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Lawn', 'Parking']"
244,"House For Sale On 10 Aana Of Land : House For Sale In Chabahil, Kathmandu","Panchamukhi Hanuman Mandir, Kharibot, Gujeshwori, Kumarigal-8, Chabahil, Chabahil, Kathmandu","NPR. 70,00,000 Per Aana",10,6,4,3,BN11189,North West,N/A,585,10 Aana,10 Meter,5 Aana,1 year ago,"['Parking', 'Garden', 'Store Room', 'Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Well']"
245,"House At Sitapaila : House For Sale In Sitapaila, Kathmandu","Kalanki,kathmandu, Sitapaila, Kathmandu","NPR. 3,55,00,000",6,4,3,2,BN11186,East,2078,862,4 Aana,12 Feet / Paved,4 Aana,1 year ago,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']"
246,"House For Sale : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 2,35,00,000",7,3,2,3,BN11181,East,N/A,1.2K,0-3-2-2 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
247,"House For Sale : House For Sale In Khumaltar, Lalitpur","21, Khumaltar, Lalitpur","NPR. 4,00,00,000",3,4,N/A,1,BN11180,East,N/A,680,0-3-2-1 Aana,0 Feet,1269.1 Sq. Feet,1 year ago,"['Parking', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Store Room', 'Drainage', 'Air Condition', 'Water Supply', 'Microwave', 'Washing Machine', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Security Staff']"
248,"2.5 Storey Bungalow Style House With Attached Bathrooms : House For Sale In Tokha, Kathmandu","Near Grande International Hospital, Tokha, Kathmandu","NPR. 2,60,00,000",3,4,3,1,BN11179,South West,2018,1.1K,0-3-1-0 Aana,13 Feet / Gravelled,550 Sq. Meter,1 year ago,"['Garage', 'Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']"
249,"Chandol : House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu","NPR. 11,24,00,000 Onwards",4,4,N/A,3,BN11174,South East,N/A,770,0-9-2-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Parking']"
250,"Residential House : House For Sale In Imadol, Lalitpur","Sikhar Tole, Bhadrakali Petrol Pump, Imadol, Lalitpur, Nepal, Imadol, Lalitpur","NPR. 2,70,00,000 Total Price",2,3,3,1,BN11173,North East,2073,6K,0-3-3-3 Aana,13 Feet / Gravelled,2300 Aana,1 year ago,"['Garage', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']"
251,"Bhudanilkantha : House For Sale In Budhanilkantha, Kathmandu","Bhudanilkantha way to deuba niwas, Budhanilkantha, Kathmandu","NPR. 6,55,00,000 Onwards",0,0,N/A,2,BN11168,South,2002,650,0-7-0-0 Aana,14 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Parking']"
252,"Beautiful 7BHK House For SALE At Paiyatar, Kapan : House For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu","NPR. 1,75,00,000",7,5,4,0,BN11165,West,N/A,853,0-3-1-1.45 Aana,0 Feet,N/A Aana,1 year ago,[]
253,"Modern 4BHK Home For Sale At Panipokhari Heights, Lazimpat : House For Sale In Lazimpat, Kathmandu","Panipokhari Heights, Lazimpat, Kathmandu","NPR. 5,50,00,000",0,0,N/A,0,BN11158,North,N/A,1.1K,0-2-3-1 Aana,0 Feet,N/A Aana,1 year ago,[]
254,"Modern 4BHK Home For Sale At Panipokhari Heights, Lazimpat : House For Sale In Panipokhari, Kathmandu","Panipokhari Heights, Panipokhari, Kathmandu","NPR. 6,75,00,000",0,0,N/A,0,BN11155,North,N/A,918,2600 Sq. Feet,20 Feet,2600 Sq. Feet,1 year ago,[]
255,"Chandol : House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu","NPR. 11,25,00,000 Onwards",4,4,3,0,BN11148,East,N/A,346,0-9-2-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Air Condition']"
256,"Commercial Building For SALE At Kalanki, Kathmandu : House For Sale In Kalanki, Kathmandu","Kalanki Chowk, Kalanki, Kathmandu","NPR. 5,00,00,000",0,0,N/A,0,BN11142,West,N/A,990,0-3-2-2 Aana,22 Feet,N/A Aana,1 year ago,[]
257,"House For Sale In Hattiban, Lalitpur","Lalitpur hattiban, Hattiban, Lalitpur","NPR. 5,75,00,000",5,5,3,2,BN11133,West,2077,337,0-7-3-1 Aana,24 Feet / Gravelled,3000 Sq. Feet,1 year ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Water Tank', 'Store Room', 'TV Cable', 'Wifi', 'Solar Water', 'Internet']"
258,"Bunglow For SALE At Bhimsengola, Old Baneshwor : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu","NPR. 15,00,00,000",5,4,N/A,7,BN11126,West,N/A,1K,1-5-3-3 Aana,14 Feet / Blacktopped,N/A Aana,1 year ago,[]
259,"Modern 3BHK Home For Sale At Lamatar : House For Sale In Lamatar, Lalitpur","Green Valley Homes, Lamatar, Lalitpur","NPR. 1,55,00,000",3,2,N/A,0,BN11125,West,N/A,2.5K,4 Aana,20 Feet / Blacktopped,1348.50 Sq. Feet,1 year ago,[]
260,"Modern 4BHK Home For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 5,50,00,000",4,4,N/A,0,BN11124,West,N/A,594,0-8-1-2.4 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,[]
261,"Modern 3BHK Home For Sale At Wasik, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Wasik, Budhanilkantha, Kathmandu","NPR. 7,00,00,000",3,4,N/A,0,BN11123,North,N/A,621,9 Aana,0 Feet,N/A Aana,1 year ago,[]
262,"Semi-Commercial Building For SALE At New Baneshwor, Kathmandu : House For Sale In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu","NPR. 8,50,00,000",0,0,N/A,0,BN11122,South,N/A,1.1K,0-8-0-1 Aana,10 Feet,N/A Aana,1 year ago,[]
263,"Modern 6BHK Luxury Home For Sale At Taulung, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu","NPR. 6,75,00,000",6,0,N/A,0,BN11117,South,N/A,649,8 Aana,0 Feet,3700 Sq. Feet,1 year ago,[]
264,"House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Bagmati, Budhanilkantha, Kathmandu","NPR. 6,85,00,000",5,4,N/A,2,BN11115,East,2078,603,6.3 Aana,20 Feet,N/A Aana,1 year ago,"['Parking', 'Air Condition', 'Garden', 'Water Supply', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'Internet']"
265,"Beautiful House : House For Sale In Dallu, Kathmandu","Dallu, Dallu, Kathmandu","NPR. 4,50,00,000 Total price",0,0,2,0,BN11109,South,N/A,1.1K,0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
266,"5 Annama Baneko 3.5 Talla House On Sold At Goldhunga Lolang Phant At Emergency Rs 29900000 : House For Sale In Goldhunga, Kathmandu","LolangPhant Goldhunga, Goldhunga, Kathmandu","NPR. 2,99,00,000",8,4,4,1,BN11103,West,2075,829,5 Aana,10 Feet / Gravelled,1700 Aana,1 year ago,"['Balcony', 'Drainage', 'Water Supply', 'Parking']"
267,"2.5 Storayed House In Sell : House For Sale In Gokarneshwor, Kathmandu","Jorpati, Gokarneshwor, Kathmandu","NPR. 1,43,00,000 Onwards",3,3,N/A,0,BN11073,South,N/A,880,2.2 Aana,12 Feet,2.2 Aana,1 year ago,"['Parking', 'Drainage', 'Water Supply', 'Wifi', 'TV Cable']"
268,"Beautiful House For Sale : House For Sale In Sanobharyang, Kathmandu","Sano Bharyang, Sanobharyang, Kathmandu","NPR. 2,90,00,000",4,3,N/A,2,BN11069,South East,2074,1.2K,0-3-2-0 Ropani,14 Feet / Blacktopped,N/A Ropani,1 year ago,"['Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Maintenance', 'Parking']"
269,"House For Sale In Ranibari, Kathmandu","Kripa Marg, Ranibari, Kathmandu","NPR. 3,60,00,000 Onwards",0,0,3,0,BN11068,South,N/A,918,3.5 Aana,12 Feet,N/A Aana,1 year ago,[]
270,"Attractive South-East Faced House For Sale : House For Sale In Changunarayan, Bhaktapur","Samabesi Height, Changunarayan, Bhaktapur","NPR. 1,80,00,000",5,3,3,1,BN11066,South East,N/A,3.9K,0-3-0-1 Aana,13 Feet,N/A Aana,1 year ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
271,"Commercial Building : House For Sale In Gaushala, Kathmandu","Manpower Galli, Tilganga, Ghaushala, Kathmandu, Nepal, Gaushala, Kathmandu","NPR. 8,50,00,000 Per Aana",0,8,8,1,BN11054,North West,2070,1.4K,0-3-0-1 Aana,22 Feet / Blacktopped,1100 Sq. Feet,1 year ago,[]
272,"Commercial House : House For Sale In Mid Baneshwor, Kathmandu","Katyani Chowk, Baneshwor, Kathmandu, Mid Baneshwor, Kathmandu","NPR. 6,50,00,000 Total Price",9,3,4,2,BN11048,South East,2048,953,0-5-0-1 Aana,26 Feet / Blacktopped,2400 Sq. Feet,1 year ago,[]
273,"House For Sale In Mulpani, Kathmandu","Kathmandu kageshwori Manohar 06, Mulpani, Kathmandu","NPR. 3,00,00,000 Onwards",0,0,3,0,BN11047,South East,2077,459,0-4-0-3.99 Aana,23 Feet / Gravelled,3257.42 Sq. Feet,1 year ago,[]
274,"Residential Or Commercial House : House For Sale In Minbhawan, Kathmandu","Minbhawan Area, Kathmandu, Nepal, Minbhawan, Kathmandu","NPR. 8,00,00,000 Total Price",12,4,4,3,BN11044,East,2062,2.7K,0-8-0-0 Aana,18 Feet / Concrete,2800 Aana,1 year ago,"['Lawn', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
275,"Attractive House : House For Sale In Raniban, Kathmandu","Raniban, Kathmandu, Raniban, Kathmandu","NPR. 4,75,00,000 Onwards",5,5,3,2,BN11040,South,2078,3.4K,0-5-0-0 Aana,13 Feet / Paved,2267 Aana,1 year ago,"['Lawn', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
276,"Newly Built Residential House : House For Sale In Raniban, Kathmandu","Yakaltar, Raniban, Kathmandu, Raniban, Kathmandu","NPR. 3,00,00,000 Onwards",3,3,2,1,BN11039,West,2078,963,0-3-0-0 Aana,13 Feet / Paved,1705 Sq. Feet,1 year ago,"['Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']"
277,"House For Sale : House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu","NPR. 2,85,00,000",0,0,3,0,BN11038,West,N/A,886,0-4-0-0 Aana,18 Feet,N/A Aana,1 year ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
278,"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 2,60,00,000",4,5,2,3,BN11037,East,2078,2K,0-5-0-0 Aana,22 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking']"
279,"Newly Built Residential House : House For Sale In Bhaisepati, Lalitpur","Magargaun, Bhaisepati, Lalitpur, Bhaisepati, Lalitpur","NPR. 3,00,00,000 Total Price",4,3,3,1,BN11036,West,2078,3.6K,0-3-3-0 Aana,13 Feet / Paved,1954 Sq. Feet,1 year ago,"['Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
280,"Residential House For Sale : House For Sale In Sanobharyang, Kathmandu","Sanobharyang, Kathmandu, Sanobharyang, Kathmandu","NPR. 3,60,00,000 Total price",7,3,3,1,BN11035,West,2078,623,0-4-1-0 Aana,16 Feet / Soil Stabilized,2785 Sq. Feet,1 year ago,"['Lawn', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
281,"Hattiban New House On Sell(Dakshin Moda) : House For Sale In Hattiban, Lalitpur","Lalitpur 29, Hatiban, near Pavitra school., Hattiban, Lalitpur","NPR. 2,56,00,000 Onwards",4,4,2,1,BN11034,East,2020,866,3.75 Aana,11 Feet,3 Aana,1 year ago,"['Parking', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']"
282,"Beautiful Residential : House For Sale In Koteshwor, Kathmandu","Thulodhara, Koteshwor, Kathmandu","NPR. 3,00,00,000",6,3,3,2,BN11031,North,2076,4.4K,0-4-0-0 Aana,15 Feet / Concrete,N/A Aana,1 year ago,"['Modular Kitchen', 'Drainage', 'Parking']"
283,"Residential/ Commercial Home On Sale At Kapan, Shivapuri Chowk : House For Sale In Budhanilkantha, Kathmandu","Kapan, Shivapuri chowk, Budhanilkantha, Kathmandu","NPR. 2,80,00,000 Onwards",5,3,3,0,BN11026,North West,N/A,1.4K,0-4-0-3 Aana,13 Feet,0-4-0-3 Aana,1 year ago,"['Drainage', 'Balcony', 'Water Supply', 'Fencing', 'TV Cable', 'Solar Water', 'Water Tank', 'Store Room']"
284,"House For Sale : House For Sale In Chandragiri, Kathmandu","chandragiri 7, Chandragiri, Kathmandu","NPR. 2,65,00,000",6,3,N/A,4,BN11011,West,2073,719,5 Aana,10 Feet / Paved,3.5 Aana,1 year ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
285,"Mansion For Sale In Budanilkantha : House For Sale In Budhanilkantha, Kathmandu","Wasik budhanilkanth, Budhanilkantha, Kathmandu","NPR. 8,95,00,000 Per Ropani",7,5,3,8,BN11006,South,N/A,1.2K,17 Aana,16 Feet,4655 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'CCTV', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Kids Playground', 'Store Room']"
286,"House For Sale In Bafal Kathmandu : House For Sale In Bafal, Kathmandu","Near Real Banquet, Bafal, Kathmandu","NPR. 3,50,00,000 Onwards",6,3,N/A,2,BN10994,West,2000,969,5 Aana,12 Feet / Blacktopped,4500 Sq. Feet,1 year ago,"['Drainage', 'Fencing', 'Parking', 'Water Tank']"
287,"Commercial House For Sale At Kalanki : House For Sale In Kalanki, Kathmandu","Kalanki Chowk, Kalanki, Kathmandu","NPR. 5,25,00,000",0,0,4,0,BN10993,West,2000,1K,4.5 Aana,60 Meter / Blacktopped,4500 Sq. Feet,1 year ago,[]
288,"House On Sale At Gwarko Lalitpur : House For Sale In Gwarko, Lalitpur","Basuki Basti, Gwarko, Lalitpur","NPR. 6,00,00,000",3,6,3,6,BN10992,East,N/A,1.1K,12 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Drainage', 'Garage', 'Parking', 'Water Supply']"
289,"3 Storey House At Kapan Height : House For Sale In Kapan, Kathmandu","Kapan height, Kapan, Kathmandu","NPR. 2,20,00,000 Onwards",3,3,3,2,BN10982,East,2018,507,4 Aana,8 Feet / Gravelled,4 Aana,1 year ago,"['Drainage', 'Garage', 'Garden', 'Parking']"
290,"House For Sale : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 3,25,00,000",6,3,2.5,2,BN10975,South,2069,6.4K,0-5-2-0 Aana,15 Feet / Gravelled,900 Aana,1 year ago,"['Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
291,"Residential Bhangal : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,50,00,000 Onwards",0,0,3,3,BN10966,South,2021,542,0-5-0-0 Aana,14 Feet / Gravelled,N/A Aana,1 year ago,['Parking']
292,"The CG Villa : House For Sale In Sunakothi, Lalitpur","The CG Villa, Sunakothi, Lalitpur","NPR. 3,50,00,000 Onwards",3,3,2,1,BN10965,East,N/A,2.6K,4 Aana,18 Feet,N/A Aana,1 year ago,[]
293,"Pasikot : House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu","NPR. 5,50,00,000 Onwards",4,4,N/A,3,BN10964,East,N/A,1.1K,0-7-2-0 Aana,0 Feet / Gravelled,N/A Aana,1 year ago,"['Parking', 'Garage', 'Lawn']"
294,"Residential House For Sale : House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu","NPR. 2,25,00,000",4,3,3,2,BN10961,North West,2066,7.3K,0-3-0-0 Sq. Feet,14 Feet / Blacktopped,715 Sq. Feet,1 year ago,[]
295,"Bhudanilkantha : House For Sale In Budhanilkantha, Kathmandu","Bhudanilkantha, Budhanilkantha, Kathmandu","NPR. 4,70,00,000",4,3,N/A,2,BN10946,South,N/A,508,0-6-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Drainage', 'Parking']"
296,"House For Sale In Mandikatar, Kathmandu","Galkhutar naranthan, Mandikatar, Kathmandu","NPR. 3,50,00,000",5,4,2,0,BN10944,East,2075,1.2K,5 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['CCTV', 'Parking']"
297,"Residential : House For Sale In Budhanilkantha, Kathmandu","Bhudanilkantha, Budhanilkantha, Kathmandu","NPR. 4,70,00,000",4,3,N/A,2,BN10942,South,N/A,753,0-6-0-0 Aana,12 Feet / Paved,N/A Aana,1 year ago,"['Lawn', 'Drainage', 'Parking']"
298,"Residential House : House For Sale In Tikathali, Lalitpur","Pawan Prakriti School, Tikathali, Lalitpur, Tikathali, Lalitpur","NPR. 1,95,00,000 Total Price",5,3,3,1,BN10928,North,2075,3K,0-3-1-0 Aana,13 Feet / Soil Stabilized,2300 Sq. Feet,1 year ago,[]
299,"Dhapasi : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu","NPR. 6,10,00,000",4,3,3,3,BN10927,East,2021,1.6K,0-10-0-0 Aana,12 Feet / Paved,N/A Aana,1 year ago,"['Lawn', 'Drainage', 'Parking']"
300,"2.5 Storied House For Sale : House For Sale In Jorpati, Kathmandu","55, Basuki Nagar, Naya Basti, PatiTar, Jorpati, Kathmandu","NPR. 2,30,00,000",7,4,3,1,BN10923,East,2013,614,4 Aana,10 Feet / Blacktopped,2000 Aana,1 year ago,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
301,"Bhudanilkantha : House For Sale In Budhanilkantha, Kathmandu","Bhudanilkantha, Budhanilkantha, Kathmandu","NPR. 6,65,00,000",0,0,3,3,BN10917,East,2021,803,0-6-3-0 Aana,20 Feet / Blacktopped,0-6-3-0 Aana,1 year ago,"['Lawn', 'Drainage', 'Parking']"
302,"Chapali Height : House For Sale In Chapali, Kathmandu","Bhudanilkantha, Chapali, Kathmandu","NPR. 6,90,00,000",3,3,2,0,BN10916,South,N/A,1.2K,0-14-1-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Drainage', 'Garage', 'Parking']"
303,"House For Sale In Mahalaxmi Nagarpalika, Lalitpur","Lalitpur, Mahalaxmi Nagarpalika, Lalitpur","NPR. 2,60,00,000",6,3,3,0,BN10914,North,2075,1.1K,0-4-0-0 Aana,10 Feet / Gravelled,0-3-0-0 Sq. Feet,1 year ago,"['Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Wifi', 'Internet', 'Store Room', 'Solar Water']"
304,"House For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu","NPR. 7,25,00,000 Onwards",8,9,4,4,BN10913,South East,N/A,712,6 Aana,14 Feet,5300 Sq. Feet,1 year ago,"['Parking', 'Garden', 'Water Supply', 'Modular Kitchen', 'Solar Water', 'Security Staff', 'Balcony', 'Water Tank', 'Store Room']"
305,"House For Sale In Budhanilkantha, Kathmandu","Namuna tole bhangal, Budhanilkantha, Kathmandu","NPR. 6,50,00,000 Onwards",6,6,3,3,BN10910,West,2069,1.1K,15.2 Aana,20 Feet / Blacktopped,6 Aana,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']"
306,"House For Sale In Narephant : House For Sale In Narephate, Kathmandu","Buddha Marga, Narephant, Narephate, Kathmandu","NPR. 3,15,00,000",5,4,3,1,BN10907,West,2018,960,4 Aana,14 Feet / Blacktopped,2300 Sq. Feet,1 year ago,[]
307,"Simple Family House : House For Sale In Sitapaila, Kathmandu","center of suvakamana tole, Sitapaila, Kathmandu","NPR. 1,55,00,000 Onwards",0,3,3,0,BN10902,South,N/A,1.7K,2.5 Aana,13 Feet,2.5 Aana,1 year ago,[]
308,"House For Sale In Illam, Illam","Pipalbote, Illam, Illam","NPR. 3,50,00,000 Onwards",9,3,N/A,0,BN10900,East,N/A,883,2-12-0-0 Aana,14 Feet / Blacktopped,0-9-0-0 Aana,1 year ago,"['Parking', 'Garden', 'Water Supply', 'Balcony', 'Solar Water', 'Water Tank', 'Lawn']"
