,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
347,"Bhudanilkantha : House For Sale In Budhanilkantha, Kathmandu","Bhudanilkantha, Budhanilkantha, Kathmandu","NPR. 4,20,00,000 Onwards",0,3,,3,BN10737,South East,,994,8 0 0 Aana,20 Feet / Blacktopped,8 Aana,1 year ago,"['Lawn', 'Parking']"
348,"House For Sale In Birtamod Road, Itahari","Koshi Highway, Birtamod Road, Itahari","NPR. 1,45,00,000 Onwards",6,2,2.0,2,BN10735,East,2076.0,1.4K,15.25 Dhur,20 Feet / Blacktopped,11 Dhur,1 year ago,[]
349,"House For Sale In Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 5,50,00,000",4,4,2.0,1,BN10722,North East,,717,0-8-2--0 Aana,13 Feet / Soil Stabilized,N/A Aana,1 year ago,"['Lawn', 'Parking', 'Balcony']"
350,"House For Sale In Dhapakhel, Lalitpur","Hattiban, Dhapakhel, Lalitpur","NPR. 1,80,00,000",0,0,2.0,1,BN10699,South East,2070.0,1.7K,3 Aana,12 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Balcony', 'Parking', 'Water Tank', 'Wifi', 'Water Well', 'Fencing']"
351,"House For Sale In Thaiba, Lalitpur","Damaitar way, Thaiba, Lalitpur","NPR. 2,70,00,000",15,7,2.0,1,BN10696,West,2068.0,755,0-12-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Balcony', 'Garden', 'Water Supply', 'Water Tank', 'Water Well', 'Kids Playground', 'Parking', 'Store Room']"
352,"House For Sale In Syuchatar, Kathmandu","kalanki, Syuchatar, Kathmandu","NPR. 2,65,00,000 N/A",7,0,,2,BN10695,North,2077.0,753,4.75 Aana,13 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Air Condition', 'Balcony', 'Deck', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']"
353,"House For Sale In Syuchatar, Kathmandu","kalanki, Syuchatar, Kathmandu","NPR. 2,65,00,000 N/A",7,0,,2,BN10694,North,2077.0,1.2K,4.75 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Air Condition', 'Balcony', 'Deck', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
354,"House For Sale In Syuchatar, Kathmandu","Kalanki, Syuchatar, Kathmandu","NPR. 2,48,00,000 N/A",5,4,3.0,1,BN10693,South,,813,3 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Internet', 'Water Well']"
355,"5BHK Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha-2, Budhanilkantha, Kathmandu","NPR. 3,75,00,000",0,3,3.0,2,BN10690,South,2021.0,582,5.5 Aana,15 Feet / Paved,4600 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Parking', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'Water Tank', 'Store Room']"
356,"Beautiful Residential Bungalow : House For Sale In Baluwatar, Kathmandu","Banasthali banlo house sale, Baluwatar, Kathmandu","NPR. 7,00,00,000 Total price",0,0,,0,BN10687,South,,2.1K,0-9-2-0 Aana,18 Feet / Gravelled,N/A Aana,1 year ago,"['Garden', 'Solar Water', 'CCTV']"
357,"House For Sale In Pepsicola, Kathmandu","Pepsicola townplanning, Pepsicola, Kathmandu","NPR. 8,60,00,000 Onwards",0,6,5.0,6,BN10682,South West,2077.0,1.8K,7.2 Aana,8 Meter / Paved,N/A Sq. Feet,1 year ago,"['Parking', 'Security Staff', 'Store Room', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Garage', 'Balcony']"
358,"House For Sale In Chandragiri, Kathmandu","Chandragiri-12, Balambu, Ktm., Chandragiri, Kathmandu",NPR. 170 Onwards,6,3,3.0,1,BN10675,East,2077.0,1.1K,0-3-0-0 Aana,16 Feet / Gravelled,1959 Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
359,"2 Bedroom Good House For Sale In Budhanilkantha Kathmandu : House For Sale In Budhanilkantha, Kathmandu","Chunikhel, 13 Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 1,60,00,000 Onwards",2,1,,1,BN10672,North,,1.4K,0-3-1 Aana,13 Feet,750 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Water Tank']"
360,"House Sell In Goldhunga. : House For Sale In Goldhunga, Kathmandu","50M away from Trisuli High way, Goldhunga, Kathmandu","NPR. 1,78,00,000",9,3,3.0,1,BN10671,East,2077.0,1.3K,0-3-2-0 Aana,13 Feet / Blacktopped,0-3-1-0 Aana,1 year ago,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking']"
361,"House For Sale In Swayambhu, Kathmandu","Syano Bharyang, Swayambhu, Kathmandu","NPR. 5,00,00,000 Onwards",5,3,2.0,1,BN10667,South,2077.0,1.2K,6 Aana,13 Feet / Gravelled,2000 Sq. Feet,1 year ago,"['Drainage', 'Balcony', 'Air Condition', 'Water Supply', 'Parking', 'Modular Kitchen', 'Store Room']"
362,"Residential Cum Commercial House : House For Sale In Basantapur, Kathmandu","Thanabahal, Chikanmugal-23, Basantapur, Kathmandu, Nepal, Basantapur, Kathmandu","NPR. 2,25,00,000 Total price",3,4,6.0,1,BN10655,South East,2078.0,18.9K,0-1-0-0 Aana,10 Feet / Paved,2300 Aana,1 year ago,[]
363,"Residential Bungalow : House For Sale In Sirutar, Bhaktapur","Sirutar Futsal, Sirutar, Balkot, Bhaktapur, Sirutar, Bhaktapur","NPR. 2,60,00,000 Total price",3,3,2.0,2,BN10653,South West,2075.0,9.4K,0-5-0-0 Aana,13 Feet / Paved,2300 Sq. Feet,1 year ago,[]
364,"House For Sale At Panipokhari Heights, Panipokhari, Lazimpat, Katmandu : House For Sale In Panipokhari, Kathmandu","Panipokhari Heights, Panipokhari, Kathmandu","NPR. 7,00,00,000",4,0,,0,BN10652,North,,1.1K,4anna 3.77 dam Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
365,"Lockdown Offer House For Sale At Low Priced Rate : House For Sale In Baniyatar, Kathmandu","Garigaun, Baniyatar, Kathmandu","NPR. 3,50,00,000 Onwards",0,0,3.0,1,BN10650,East,2006.0,964,4.5 Aana,20 Feet / Blacktopped,4.5 Aana,1 year ago,[]
366,"House For Sale In Boudha, Mahankal : House For Sale In Boudha, Kathmandu","27.722922886517, Boudha, Kathmandu","NPR. 4,50,00,000 Onwards",0,2,,1,BN10649,East,,1.3K,6.5 Aana,0 Feet,N/A Aana,1 year ago,"['Parking', 'Garden', 'Water Tank', 'Store Room', 'Water Supply']"
367,"House For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu","NPR. 9,00,00,000",0,0,,0,BN10641,East,,957,1-4-3-0 Aana,12 Feet / Blacktopped,0-4-0 Aana,1 year ago,"['Solar Water', 'Wifi', 'Water Supply', 'Parking', 'Balcony', 'Garden', 'Fencing', 'Washing Machine', 'TV Cable', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet']"
368,"Private : House For Sale In Koteshwor, Kathmandu","Suryakot, krishna gali, Koteshwor, Kathmandu","NPR. 2,50,00,000 Onwards",0,4,4.0,0,BN10640,East,,1.7K,4.2 Aana,13 Feet / Paved,4 Aana,1 year ago,"['Balcony', 'Water Supply', 'Drainage']"
369,"House For Sale In Bhairahawa, Rupandehi","56, Bhairahawa, Rupandehi","NPR. 50,00,000",0,0,,0,BN10631,East,,865,5 Dhur,0 Feet / Gravelled,N/A Sq. Feet,1 year ago,[]
370,"House For Sale In Budhanilkantha, Kathmandu","hapali height, Budhanilkantha, Kathmandu","NPR. 4,75,00,000 N/A",0,3,,2,BN10629,East,,637,5 Aana,0 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['Water Supply', 'Internet', 'Wifi', 'Water Tank', 'Parking']"
371,"House : House For Sale In Satungal, Kathmandu","Satungal, Satungal, Kathmandu","NPR. 1,89,00,000",0,0,,0,BN10622,West,,1.9K,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
372,"House : House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu","NPR. 1,65,00,000",0,0,,0,BN10621,East,,2.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
373,"House : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu","NPR. 5,17,00,000",0,0,,0,BN10620,East,,1.5K,0-7-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
374,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,90,00,000",0,0,,0,BN10618,East,,2.1K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
375,"House : House For Sale In Matatirtha, Kathmandu","Matatirtha, Matatirtha, Kathmandu","NPR. 1,35,00,000",0,0,,0,BN10615,East,,1.2K,0-3-0-0 Aana,22 Feet,N/A Sq. Feet,1 year ago,[]
376,"Residential : House For Sale In Kapan, Kathmandu","Gurung Tole, Payautar Road, Kapan, Budhanilkantha, Kathmandu, Kapan, Kathmandu","NPR. 2,95,00,000 Total price",7,3,3.0,2,BN10614,South,2078.0,7.1K,0-5-0-1 Aana,13 Feet / Gravelled,2600 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
377,"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 95,00,000",0,0,,0,BN10611,East,,2.2K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
378,"House For Sale In Nakhipot, Lalitpur","Nakhipot, Nakhipot, Lalitpur","NPR. 6,50,00,000 N/A",5,5,,2,BN10605,East,,2.4K,8 Aana,0 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['Water Tank', 'Internet', 'Wifi', 'Parking', 'TV Cable', 'Garden']"
379,"House : House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu","NPR. 2,85,00,000",0,0,,0,BN10600,East,,969,0-4-2-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
380,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,35,00,000",0,0,,0,BN10599,East,,1.7K,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
381,"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 1,80,00,000",0,0,,0,BN10597,West,,1.5K,0-3-0-0 Aana,14 Feet,N/A Sq. Feet,1 year ago,[]
382,"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,55,00,000",0,0,,0,BN10595,East,,802,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
383,"Residential House : House For Sale In Budhanilkantha, Kathmandu","New Colony, Ganesh Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu","NPR. 3,75,00,000 Total price",6,5,3.0,2,BN10589,North,2078.0,2.6K,0-4-0-0 Aana,13 Feet / Gravelled,2400 Sq. Feet,1 year ago,[]
384,"Newly Built 2.5 Storey House : House For Sale In Budhanilkantha, Kathmandu","New Colony, Ganesh Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu","NPR. 3,35,00,000 Total price",6,5,3.0,2,BN10588,North,2078.0,3.1K,0-4-0-0 Aana,13 Feet / Gravelled,2300 Sq. Feet,1 year ago,[]
385,"Residential : House For Sale In Bansbari, Kathmandu","Kumari Marg, Bansbari, Kathmandu, Bansbari, Kathmandu","NPR. 68,00,000 Per Aana",4,4,3.0,1,BN10586,North East,2048.0,4.3K,0-12-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,[]
386,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,45,00,000",0,0,,0,BN10583,East,,1.3K,0-3-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
387,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,25,00,000",0,0,,0,BN10577,East,,1.8K,0-2-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
388,"House : House For Sale In Shantinagar, Kathmandu","Shantinagar, Shantinagar, Kathmandu","NPR. 3,90,00,000",0,0,,0,BN10576,East,,1.2K,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
389,"House : House For Sale In Balkot, Bhaktapur","Balkot, Balkot, Bhaktapur","NPR. 2,15,00,000",0,0,,0,BN10573,East,,1.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
390,"House : House For Sale In Baluwatar, Kathmandu","Tudaldevi, Baluwatar, Kathmandu","NPR. 3,90,00,000",0,0,,0,BN10569,North East,,1.9K,0-5-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
391,"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,65,00,000",0,0,,0,BN10567,West,,2K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
392,"House : House For Sale In Dharmasthali, Kathmandu","Lolang Height, Dharmasthali, Kathmandu","NPR. 1,55,00,000",0,0,,0,BN10566,West,,1.3K,0-4-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
393,"House : House For Sale In Balambu, Kathmandu","Balambu, Balambu, Kathmandu","NPR. 1,05,00,000",0,0,,0,BN10564,West,,1.3K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
394,"Residential House : House For Sale In Gothatar, Kathmandu","Dotel Dairy, Gothatar, Gothatar, Kathmandu","NPR. 1,58,00,000 Total price",2,1,2.0,1,BN10561,East,2073.0,6K,0-3-1-0 Aana,13 Feet / Blacktopped,730 Aana,1 year ago,[]
395,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,30,00,000",0,0,,0,BN10556,East,,1.2K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
396,"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,25,00,000",0,0,,0,BN10555,South,,1.1K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
397,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,35,00,000",0,0,,0,BN10547,South,,896,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
398,"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 95,00,000",0,0,,0,BN10546,North,,1.1K,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
399,"House : House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu","NPR. 2,10,00,000",0,0,,0,BN10544,East,,2K,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
400,"House : House For Sale In Bhaktapur, Bhaktapur","Katunje, Bhaktapur, Bhaktapur","NPR. 1,10,00,000",0,0,,0,BN10543,East,,883,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
401,"Land : House For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu","NPR. 1,30,00,000",0,0,,0,BN10542,West,,1.2K,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
402,"COLONY House : House For Sale In Baluwatar, Kathmandu","Baluwatar Area, Baluwatar, Kathmandu","NPR. 6,50,00,000 Total price",5,5,3.0,2,BN10539,West,,2.2K,0-6-2-0 Aana,20 Feet / Paved,N/A Sq. Feet,1 year ago,[]
403,"Residential House : House For Sale In Baluwatar, Kathmandu","Baluwatar Area, Baluwatar, Kathmandu","NPR. 5,60,00,000 Total price",4,4,3.0,2,BN10538,North,,1.3K,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,1 year ago,[]
404,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,35,00,000",0,0,,0,BN10535,South,,1.4K,0-3-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
405,"House : House For Sale In Balkot, Bhaktapur","Balkot, Balkot, Bhaktapur","NPR. 2,15,00,000",0,0,,0,BN10533,West,,717,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
406,"House : House For Sale In Katahari, Morang","Morang, Katahari, Morang","NPR. 40,00,000",0,0,,0,BN10532,East,,537,14 Dhur,0 Feet,N/A Sq. Feet,1 year ago,[]
407,"House For Sale In Tarkeshwor, Kathmandu","Lolang height,near to lolang ground.3.5 km away from Balaju, Tarkeshwor, Kathmandu","NPR. 1,75,00,000 Onwards",0,0,3.0,0,BN10526,East,2020.0,581,3 Aana,20 Feet,3 Aana,1 year ago,[]
408,"House : House For Sale In Sudal, Bhaktapur","Sudal-08, Sudal, Bhaktapur","NPR. 92,00,000",0,0,,0,BN10518,West,,746,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
409,"House : House For Sale In Chandol, Kathmandu","Baluwatar, Chandol, Kathmandu","NPR. 9,00,00,000",0,0,,0,BN10514,East,,613,0-9-0-0 Aana,26 Feet,N/A Sq. Feet,1 year ago,[]
410,"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 2,80,00,000",0,0,,0,BN10513,East,,717,0-5-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
411,"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 80,00,000",0,0,,0,BN10511,South,,1.4K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
412,"House For Sale At Thankot : House For Sale In Thankot, Kathmandu","Thankot checkpost, Thankot, Kathmandu","NPR. 1,55,00,000 Onwards",4,1,,3,BN10510,East,,1.3K,4 Aana,11 Feet,4 Aana,1 year ago,"['Drainage', 'Water Supply', 'Parking']"
413,"Commercial House : House For Sale In Baghbazaar, Kathmandu","Dharma Chakra Marg, Bagbazar, Kathmandu, Baghbazaar, Kathmandu","NPR. 3,50,00,000 Total price",9,7,5.0,0,BN10509,North,,11.3K,0-3-1-1 Aana,10 Feet / Blacktopped,N/A Aana,1 year ago,[]
414,"Multiple Residential : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Onwards",4,4,3.0,1,BN10508,East,2078.0,46.9K,0-3-0-0 to 0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
415,"SOLD OUT: Under Construction : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,15,00,000 Total price",4,4,3.0,1,BN10507,East,2078.0,1.5K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
416,"SOLD OUT: Beautiful : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,45,00,000 Total price",4,4,3.0,2,BN10506,East,2078.0,685,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
417,"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,15,00,000 Total price",4,3,3.0,1,BN10505,East,2078.0,1.6K,0-3-0-0 Aana,13 Feet / Soil Stabilized,1500 Aana,1 year ago,[]
418,"SOLD OUT: Spacious : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,25,00,000 Total price",4,4,3.0,2,BN10504,East,2078.0,1.3K,0-3-2-0 Aana,13 Feet / Soil Stabilized,1800 Aana,1 year ago,[]
419,"Residential : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,BN10503,East,2078.0,1.1K,0-3-0-0 Aana,13 Feet / Soil Stabilized,1700 Aana,1 year ago,[]
420,"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,BN10502,East,2078.0,1.2K,0-3-1-0 Aana,13 Feet / Soil Stabilized,1700 Aana,1 year ago,[]
421,"3.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 3,35,00,000 Total price",8,5,4.0,2,BN10501,South,2078.0,3K,0-4-0-0 Aana,13 Feet / Gravelled,2600 Aana,1 year ago,[]
422,"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,BN10500,North,2078.0,785,0-3-0-0 Aana,13 Feet / Gravelled,1700 Aana,1 year ago,[]
423,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10498,East,,819,0-3-1-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
424,"House : House For Sale In Jorpati, Kathmandu","Shiva Chowk, Jorpati, Kathmandu","NPR. 2,80,00,000",0,0,,0,BN10497,East,,1.2K,0-6-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
425,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,95,00,000",0,0,,0,BN10493,North,,1.1K,0-3-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
426,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,60,00,000",0,0,,0,BN10491,West,,487,0-3-1-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
427,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 2,30,00,000",0,0,,0,BN10489,West,,507,0-4-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
428,"House : House For Sale In Banepa, Kavre","Banepa, Banepa, Kavre","NPR. 1,05,00,000",0,0,,0,BN10486,West,,756,0-3-3-3 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
429,"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,30,00,000",0,0,,0,BN10477,East,,1K,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
430,"House : House For Sale In Janakpur, Dhanusa","Ratna nagar, Janakpur, Dhanusa","NPR. 85,00,000",0,0,,0,BN10474,East,,1.7K,10 Dhur,8 Meter,N/A Sq. Feet,1 year ago,[]
431,"House : House For Sale In Kapan, Kathmandu","Kharibot, Kapan, Kathmandu","NPR. 1,40,00,000",0,0,,0,BN10469,West,,1.8K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
432,"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,25,00,000",0,0,,0,BN10468,East,,856,0-4-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
433,"House : House For Sale In Sanobharyang, Kathmandu","Sanobharyang, Sanobharyang, Kathmandu","NPR. 3,50,00,000",0,0,,0,BN10464,East,,956,0-5-2-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
434,"House : House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu","NPR. 2,20,00,000",0,0,,0,BN10462,East,,901,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
435,"House : House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu","NPR. 5,50,00,000",0,0,,0,BN10461,East,,974,0-5-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
436,"House : House For Sale In Baneshwor, Kathmandu","Baneshwor, Baneshwor, Kathmandu","NPR. 2,60,00,000",0,0,,0,BN10459,South,,1.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
437,"House : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 2,60,00,000",0,0,,0,BN10458,South,,721,0-6-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
438,"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,80,00,000",0,0,,0,BN10448,West,,579,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
439,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 2,25,00,000",0,0,,0,BN10447,East,,755,0-4-1-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
440,"House : House For Sale In Boudha, Kathmandu","Nayabasti, Boudha, Kathmandu","NPR. 2,70,00,000",0,0,,0,BN10444,West,,476,0-3-0-0 Aana,15 Feet,N/A Sq. Feet,1 year ago,[]
441,"House : House For Sale In Kageshwari-Manohara, Kathmandu","Kageshwori, Kageshwari-Manohara, Kathmandu","NPR. 2,65,00,000",0,0,,0,BN10442,West,,394,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
442,"House : House For Sale In Dhapasi, Kathmandu","Dhaneshwor, Dhapasi, Kathmandu","NPR. 2,30,00,000",0,0,,0,BN10437,West,,1.4K,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
443,"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,45,00,000",0,0,,0,BN10436,West,,873,0-3-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
444,"House : House For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur","NPR. 1,00,00,000",0,0,,0,BN10429,East,,861,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
445,"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,52,00,000",0,0,,0,BN10426,West,,1.5K,0-2-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
446,"House : House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu","NPR. 3,50,00,000",0,0,,0,BN10425,West,,744,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
447,"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,65,00,000",0,0,,0,BN10424,West,,1.1K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
448,"House : House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu","NPR. 1,90,00,000",0,0,,0,BN10420,South,,953,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
449,"House : House For Sale In Nagarjun, Kathmandu","Nagarjun, Nagarjun, Kathmandu","NPR. 1,75,00,000",0,0,,0,BN10419,West,,1.1K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
