Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"House : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 2,70,00,000",0,0,,0,East,,2.1K,0-4-1-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu","NPR. 1,15,00,000",0,0,,0,East,,505,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Bungalow : House For Sale In Lazimpat, Kathmandu","Panipokhari Heights, Lazimpat, Kathmandu","NPR. 7,50,00,000",4,6,,0,East,,1.4K,1369 Sq. Feet,0 Feet,N/A Sq. Feet,2 years ago,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Internet', 'Parking']"
"House : House For Sale In Gokarneshwor, Kathmandu","Gokarnashwor, Gokarneshwor, Kathmandu","NPR. 3,50,00,000",0,0,,0,East,,387,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu","NPR. 15,00,00,000",0,0,,0,South East,,1.3K,2-0-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur","NPR. 16,00,00,000",0,0,,0,South East,,1.5K,0-13-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,85,00,000",0,0,,0,North,,834,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Banepa, Kavre","Saga-13, Banepa, Kavre","NPR. 1,80,00,000",0,0,,0,East,,806,0-4-3-1 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Imadol, Lalitpur","Tikathali, Imadol, Lalitpur","NPR. 1,82,00,000",0,0,,0,North East,,905,0-2-3-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur","NPR. 1,90,00,000",0,0,,0,North West,,670,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu","NPR. 2,45,00,000",0,0,,0,East,,637,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Hetauda, Makwanpur","Hetauda, Hetauda, Makwanpur","NPR. 86,00,000",0,0,,0,East,,1.3K,7 Dhur,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Koteshwor, Kathmandu","Shiva Marg, Koteshwor, Kathmandu","NPR. 1,90,00,000",0,0,,0,East,,855,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Makalbari, Kathmandu","Makalbari, Kathmandu, Makalbari, Kathmandu","NPR. 1,35,00,000",0,0,,0,North,,721,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu","NPR. 3,15,00,000",0,0,,0,North East,,1.2K,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Lalitpur, Lalitpur","Gwarko, Lalitpur, Lalitpur","NPR. 2,30,00,000",0,0,,0,East,,615,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Thankot, Kathmandu","Thankot, Thankot, Kathmandu","NPR. 2,50,00,000",0,0,,0,East,,285,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Chapagaun, Lalitpur","Chapagaun, Chapagaun, Lalitpur","NPR. 85,00,000",0,0,,0,East,,784,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu","NPR. 3,50,00,000",0,0,,0,South East,,875,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu","NPR. 2,70,00,000",0,0,,0,South,,718,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu","NPR. 2,98,00,000",0,0,,0,South West,,766,0-4-1-2 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Kirtipur, Kathmandu","Kirtipur, Kirtipur, Kathmandu","NPR. 70,00,000",0,0,,0,East,,1K,0-2-1-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Pokhara, Pokhara","Pokhara, Pokhara, Pokhara","NPR. 45,00,000",0,0,,0,East,,2.5K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur","NPR. 2,20,00,000",0,0,,0,North East,,371,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Mandikatar, Kathmandu","Mandikatar, Kathmandu, Mandikatar, Kathmandu","NPR. 1,57,00,000",0,0,,0,West,,971,0-3-3-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Birtamod, Birtamod","Aadarsha Nagar, Birtamod, Birtamod","NPR. 50,00,000",0,0,,0,East,,822,3 Kattha,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari","NPR. 80,00,000",0,0,,0,East,,564,10 Dhur,0 Feet,N/A Sq. Feet,2 years ago,[]
"SOLD OUT: House : House For Sale In Mandikatar, Kathmandu",",Mandikatar, Mandikatar, Kathmandu","NPR. 1,57,00,000",0,0,,0,East,,511,0-3-3-0 Aana,13 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Narephate, Kathmandu","Narephat, Narephate, Kathmandu","NPR. 1,45,00,000",0,0,,0,East,,627,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Dillibazar, Kathmandu","Dillibazar, Kathmandu, Dillibazar, Kathmandu","NPR. 5,85,00,000",0,0,,0,East,,1.1K,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Biratnagar, Morang","Biratnagar, Biratnagar, Morang","NPR. 60,00,000",0,0,,0,East,,1.3K,10 Dhur,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Machha Pokhari, Kathmandu","Lolang Height, Machha Pokhari, Kathmandu","NPR. 2,00,00,000",0,0,,0,East,,822,0-3-1-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu","NPR. 2,75,00,000",0,0,,0,West,,297,0-5-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Bharatpur, Chitwan","Bharatpur, Chitwan, Bharatpur, Chitwan","NPR. 38,00,000",0,0,,0,East,,635,11.5 Dhur,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Lamatar, Lalitpur","Lamatar, Lamatar, Lalitpur","NPR. 97,00,000",0,0,,0,East,,623,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Land : House For Sale In Halchowk , Kathmandu","Halchowk, Halchowk , Kathmandu","NPR. 84,00,000",0,0,,0,South,,709,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur","NPR. 4,00,00,000",0,0,,0,East,,2K,0-5-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Land : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,45,00,000",0,0,,0,East,,444,0-3-3-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"2.5 Story House On Sale : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha 11, Budhanilkantha, Kathmandu","NPR. 1,60,00,000 Onwards",4,3,3.0,2,East,2019.0,621,2.5 Aana,10 Feet / Gravelled,1400 Sq. Feet,2 years ago,['Parking']
"House : House For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari","NPR. 55,00,000",0,0,,0,West,,744,6.5 Dhur,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 1,95,00,000",0,0,,0,West,,1.1K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,[]
"House For Sale In Gokarneshwor, Kathmandu","01 namgel, Gokarneshwor, Kathmandu","NPR. 1,30,00,000",3,1,1.0,0,South,2072.0,828,4 Aana,14 Feet / Gravelled,1000 Sq. Feet,2 years ago,"['Water Tank', 'Parking', 'Water Supply']"
"Beautiful House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 3,75,00,000 Onwards",0,0,3.5,0,East,,883,0-4-0-0 Aana,18 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']"
"House For Sale In Goldhunga, Kathmandu","123, Goldhunga, Kathmandu","NPR. 90,00,000 Total price",2,2,,0,East,,673,2.3 Aana,0 Feet / Gravelled,N/A Aana,2 years ago,[]
"House : House For Sale In Buddhanagar, Kathmandu","New Baneshwor, Buddhanagar, Kathmandu","NPR. 3,15,00,000",0,0,,0,East,,1K,0-3-1-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Commercial Building For Sale : House For Sale In Naxal, Kathmandu","naxal, Naxal, Kathmandu","NPR. 8,00,00,000 Total price",6,5,4.0,2,East,2074.0,950,0-4-0-0 Aana,14 Feet / Gravelled,N/A Aana,2 years ago,"['Solar Water', 'CCTV', 'Internet', 'Parking']"
"House : House For Sale In Thankot, Kathmandu","Thankot, Thankot, Kathmandu","NPR. 70,00,000",0,0,,0,West,,1.3K,0-2-2-0 Aana,15 Feet,N/A Aana,2 years ago,[]
"Small House : House For Sale In Nagarkot, Bhaktapur","Nagarkot, Nagarkot, Bhaktapur","NPR. 55,50,000",0,0,,0,North East,,560,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Beautiful House : House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu","NPR. 1,65,00,000 onward",0,0,1.0,0,South,,1.1K,0-3-2-0 Aana,10 Feet / Paved,N/A Aana,2 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
"House : House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu","NPR. 1,60,00,000",0,0,,0,East,,631,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Beautiful House : House For Sale In Dahachowk, Khahare, Kathmandu","Dahachowk, Dahachowk, khahare, Kathmandu","NPR. 1,85,00,000 onward",0,0,2.5,0,East,,824,0-4-0-0 Aana,16 Feet / Paved,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
"Beautiful House : House For Sale In Nepaltar, Kathmandu","Nepaltar, Nepaltar, Kathmandu","NPR. 2,70,00,000 onward",0,0,3.5,0,North East,,1.5K,0-4-0-0 Aana,26 Feet / Blacktopped,N/A Aana,2 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
"House : House For Sale In Anamnagar, Kathmandu","Kalikasthan, Anamnagar, Kathmandu","NPR. 4,65,00,000",0,0,,0,West,,1.4K,0-4-1-0 Aana,20 Feet,N/A Sq. Feet,2 years ago,[]
"Beautiful House : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu","NPR. 3,50,00,000 onward",0,0,2.5,0,East,,481,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Maintenance', 'Parking']"
"House For Sale In Sano Bharyang, Kathmandu","Sano Bharyang, Sano Bharyang, Kathmandu","NPR. 5,00,00,000 Total price",5,3,3.0,1,South East,2077.0,604,6 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"House : House For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu","NPR. 2,75,00,000",0,0,,0,East,,443,0-5-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House For Sale : House For Sale In Patan, Lalitpur","Balkumari, Patan, Lalitpur","NPR. 2,80,00,000 Total price",9,5,4.0,1,East,2072.0,939,0-3-3-0 Aana,13 Feet / Soil Stabilized,0-3-1-0 Aana,2 years ago,"['Wifi', 'Water Tank', 'Water Well', 'CCTV', 'Internet']"
"House : House For Sale In Bhangal, Kathmandu","Sundarbasti, Kapan, Bhangal, Kathmandu","NPR. 1,20,00,000",0,0,,0,South West,,751,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Lalitpur, Lalitpur","Kantipur Colony, Lalitpur, Lalitpur","NPR. 2,22,00,000",0,0,,0,West,,617,0-3-1-0 Aana,14 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu","NPR. 1,55,00,000",0,0,,0,South East,,655,0-3-1-1 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Butwal, Butwal","Sunwal-7, Butwal, Butwal","NPR. 55,00,000",0,0,,0,West,,1.6K,0-10-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Newly Buillt House : House For Sale In Imadol, Lalitpur","Mahalaxmi-05, Imadol, Lalitpur","NPR. 1,85,00,000",4,3,2.5,0,North,,625,0-3-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Internet', 'Parking']"
"Modern House : House For Sale In Sanobharyang, Kathmandu","Triten Monastery, Sanobharyang, Kathmandu","NPR. 29,50,00,000",7,4,2.5,1,East,2077.0,1.7K,0-4-1-0 Aana,13 Feet / Blacktopped,2800 Aana,2 years ago,"['Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Store Room']"
"House : House For Sale In Suryabinayak, Bhaktapur","darjeeling height, Suryabinayak, Bhaktapur","NPR. 1,22,00,000",0,0,,0,South,,1.1K,0-2-3-0 Aana,0 Feet,N/A Aana,2 years ago,[]
"Multi Unit Home : House For Sale In Ranipauwa, Pokhara","Tulsi marga, Ranipauwa, Pokhara","NPR. 3,59,00,000 Onwards",7,5,3.0,2,East,,963,6 Aana,0 Feet,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Deck', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Solar Water', 'Internet', 'Store Room']"
"4 Storeyed House On Sale At Sukedhara : House For Sale In Sukedhara, Kathmandu","Near Rave Futsal Center, Sukedhara, Kathmandu","NPR. 2,80,00,000",10,3,4.0,4,South,,588,3 Aana 1 Paisa Aana,25 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'TV Cable', 'Internet']"
"Beautiful House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 2,15,00,000",0,0,,0,West,,802,0-3-3-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"['Garage', 'Fencing', 'Garden', 'Modular Kitchen', 'Wifi', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Maintenance', 'Parking', 'Store Room']"
"House : House For Sale In Basundhara, Kathmandu","basundhara, Basundhara, Kathmandu","NPR. 2,35,00,000",0,0,,0,East,,722,0-4-0-0 Aana,12 Feet,N/A Aana,2 years ago,[]
"—- LAND & BUILDING ON SALE — : House For Sale In Goldhunga, Kathmandu","lolang, Goldhunga, Kathmandu","NPR. 95,00,000 Per Month",4,3,,1,North,2075.0,971,0-3-0-1 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,[]
"House : House For Sale In Kalanki, Kathmandu","Sunar Gaun-14, Kalanki, Kathmandu","NPR. 2,40,00,000",12,4,4.0,1,North,,10.6K,0-5-0-0 Aana,10 Feet / Gravelled,3312 Aana,2 years ago,"['Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"Beautiful House : House For Sale In Biratnagar, Morang","Biratnagar, Biratnagar, Morang","NPR. 5,00,00,000",0,0,,0,North,,5.9K,4 Kattha,20 Feet / Paved,N/A Kattha,2 years ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Maintenance', 'Parking']"
"Bungalow : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor chowk-02, Budhanilkantha, Kathmandu","NPR. 6,00,00,000",7,4,2.5,3,East,,7.9K,0-9-0-2 Aana,13 Feet / Gravelled,3079.19 Sq. Feet,2 years ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House : House For Sale In Kalimati, Kathmandu","Kalimati, Kalimati, Kathmandu","NPR. 8,00,00,000",0,0,,0,South East,,968,0-9-2-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Swayambhu, Kathmandu","Chauni, Swayambhu, Kathmandu","NPR. 4,98,00,000",0,0,,0,East,,1.1K,0-8-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,[]
"Newly Built House : House For Sale In Imadol, Lalitpur","Mahalaxmi-05, Imadol, Lalitpur","NPR. 1,85,00,000",4,4,2.5,1,North,2077.0,399,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Internet', 'Parking']"
"Modern House : House For Sale In Imadol, Lalitpur","Imadol, Mahalaxmi-05, Imadol, Lalitpur","NPR. 2,35,00,000",4,4,2.5,1,South,2077.0,578,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Modular Kitchen', 'TV Cable', 'Wifi', 'Internet', 'Parking']"
"House : House For Sale In Khumaltar, Lalitpur","khumaltar, Khumaltar, Lalitpur","NPR. 2,35,00,000",0,0,,0,East,,1.7K,0-3-2-0 Aana,13 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Chandragiri, Kathmandu","Dahachok, Chandragiri, Kathmandu","NPR. 1,40,00,000",0,0,,0,East,,1.1K,0-2-2-2 Aana,10 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Bishal Nagar, Kathmandu","bishalnagar, Bishal Nagar, Kathmandu","NPR. 6,00,00,000",0,0,,0,East,,1.2K,0-6-1-0 Aana,14 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Nakkhu, Lalitpur","Nakkhu, Nakkhu, Lalitpur","NPR. 2,60,00,000",0,0,,0,East,,862,0-3-2-2 Aana,20 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Sano Gaun, Lalitpur","sanogaun, Sano Gaun, Lalitpur","NPR. 1,55,00,000",0,0,,0,East,,789,0-3-0-0 Aana,13 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Lubhu, Lalitpur","lubhu, Lubhu, Lalitpur","NPR. 1,95,00,000",0,0,,0,East,,661,0-3-2-0 Aana,14 Feet,N/A Aana,2 years ago,[]
"Pepsicola Ko Greenwich School Najik Ko Naya Ghar Tu Bikri Ma Cha. 4 Tale Ghar, 20 Feet Bato Bhako, 10 Wota Room Bhako Ghar Ho. : House For Sale In Pepsicola, Kathmandu","Pepsi Cola, Pepsicola, Kathmandu","NPR. 2,22,00,000 Onwards",10,3,4.0,1,East,2020.0,998,0-2-5-0 Aana,20 Feet / Paved,0-2-5-0 Aana,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply']"
"House : House For Sale In Lokanthali, Bhaktapur","lokanthali, Lokanthali, Bhaktapur","NPR. 1,85,00,000",0,0,,0,East,,711,0-3-2-0 Aana,13 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Sirutar, Bhaktapur","Sirutar, Sirutar, Bhaktapur","NPR. 2,85,00,000",0,0,,0,West,,530,0-8-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,[]
"House For Sale In Narephate, Kathmandu","Narephant Jadibuti Koteshwor, Narephate, Kathmandu","NPR. 5,00,00,000",5,4,3.0,2,South,2066.0,433,0-4-1-0 Aana,12 Feet / Paved,2267 Sq. Feet,2 years ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Deck', 'Fencing', 'Water Supply', 'TV Cable', 'Solar Water', 'Water Well', 'Water Tank', 'Electricity Backup', 'Intercom']"
"House : House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu","NPR. 2,75,00,000",0,0,,0,East,,707,0-3-2-0 Aana,12 Feet,N/A Aana,2 years ago,[]
"House : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 1,80,00,000",0,0,,0,East,,836,0-4-0-0 Aana,13 Feet,N/A Aana,2 years ago,[]
"House For Sale In Sitapaila, Kathmandu","Thapa chowk, Sitapaila, Kathmandu","NPR. 2,03,00,000 Onwards",4,4,,4,East,,451,3 Aana,12 Feet,N/A Aana,2 years ago,"['Water Supply', 'Solar Water', 'Balcony', 'Parking']"
"House : House For Sale In Nagarjun, Kathmandu","Nagarjun, Nagarjun, Kathmandu","NPR. 3,85,00,000",0,0,,0,East,,448,0-6-1-0 Aana,16 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Kapan, Kathmandu","Faika chowk, Kapan, Kathmandu","NPR. 1,65,00,000",0,0,,0,South West,,1.1K,0-2-2-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Thamel, Kathmandu","Thamel, Thamel, Kathmandu","NPR. 5,50,00,000",0,0,,0,West,,929,0-2-1-0 Aana,20 Feet,N/A Sq. Feet,2 years ago,[]
"Small Piece Of Land With Tahara : House For Sale In Bohoratar, Kathmandu","1/40,, Bohoratar, Kathmandu","NPR. 35,00,000 Per Aana",3,1,1.0,0,South West,2017.0,810,0-2-1-0 Aana,20 Feet / Gravelled,0-2-1-0/71.53 Aana,2 years ago,[]
"House For Sale In Pokhara, Pokhara","building no 101 Kolpatan-15 Pokhara, Pokhara, Pokhara","NPR. 1,50,00,000",6,2,2.0,1,East,2075.0,2.5K,18/40 Haat,13 Feet / Gravelled,N/A Haat,2 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
"House : House For Sale In Dhumbarahi, Kathmandu","Mandikatar, Kathmandu, Dhumbarahi, Kathmandu","NPR. 2,30,00,000",0,0,,0,West,,1.3K,0-3-2-0 Aana,16 Feet / Gravelled,N/A Aana,2 years ago,[]
"House : House For Sale In Sankhu, Kathmandu","Sankhu, Sankhu, Kathmandu","NPR. 48,00,000",0,0,,0,East,,703,0-3-0-0 Aana,32 Feet,N/A Sq. Feet,2 years ago,[]
"House For Sale At Sitapaila : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 2,70,00,000",5,4,,1,North,,993,0-4-2-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply']"
"House For Sale In Pathari, Morang","Morang, Pathari, Morang","NPR. 2,10,00,000",8,3,3.0,1,West,2076.0,424,0-5-0 Kattha,60 Feet / Blacktopped,0-1.5-0 Kattha,2 years ago,"['Water Supply', 'Garden', 'Wifi', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance']"
"Beautiful House : House For Sale In Sano Bharyang, Kathmandu","Sano Bharayagn, Sano Bharyang, Kathmandu","NPR. 2,50,00,000 onward",0,0,2.0,0,East,,810,0-4-0-0 Aana,12 Feet / Paved,N/A Aana,2 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']"
"House : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 2,75,00,000",0,0,,0,West,,563,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,[]
"House For Sale In Chakupat, Lalitpur","Banglamukhi, Chakupat, Lalitpur","NPR. 1,40,00,000 N/A",5,2,4.0,0,North,,739,2 Aana,10 Feet / Gravelled,N/A Sq. Feet,2 years ago,[]
"House For Sale In Kapan, Kathmandu","House, Kapan, Kathmandu","NPR. 2,70,00,000",0,0,3.0,4,South,2076.0,457,4 Aana,12 Feet / Gravelled,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Chandragiri, Kathmandu","Gurjudhara, Chandragiri, Kathmandu","NPR. 1,17,00,000",0,0,,0,West,,766,0-3-3-0 Aana,16 Feet,N/A Sq. Feet,2 years ago,[]
"House : House For Sale In Kamalbinayak, Bhaktapur","Kamalbinayak, Kamalbinayak, Bhaktapur","NPR. 3,99,00,000",0,0,,0,North,,509,0-4-2-1.5 Aana,13 Feet / Blacktopped,N/A Sq. Feet,2 years ago,[]
"House For Sale In Lalitpur, Lalitpur","SANGAM AWASH GATE NO 3, Lalitpur, Lalitpur","NPR. 2,60,00,000 N/A",4,3,3.0,2,East,2076.0,1.4K,0-3-2-0 Aana,0 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Water Well', 'Water Tank']"
"Modern House : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu","NPR. 4,60,00,000",5,6,2.5,2,West,2077.0,6.8K,0-5-0-0 Aana,14 Feet / Concrete,N/A Aana,2 years ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Bharatpur, Chitwan","Saranpur, Bharatpur, Chitwan","NPR. 75,00,000",2,1,1.0,0,South,,1.4K,1 Kattha,10 Meter / Gravelled,1 Kattha,2 years ago,"['Garden', 'Water Supply', 'Parking']"
"37 Ana Land With House For Sale At Sanepa, Near CG : House For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur","NPR. 72,00,000 Per Aana",4,4,2.0,3,South West,2005.0,1.8K,37 Aana,20 Feet,2500 Sq. Feet,2 years ago,"['Garage', 'Drainage', 'Air Condition', 'Water Supply', 'Water Tank', 'Store Room', 'Kids Playground', 'Water Well', 'Parking', 'Balcony', 'Garden']"
